Stock,Accounts Payable,Accounts Payable YOY,Accounts Receivable,Accounts Receivable YOY,Accrued Liabilities,Accrued Liabilities YOY,Asset Turnover,Asset Turnover (Average),Asset Turnover (Average) YOY,Asset Turnover YOY,Book Value Per Share * USD,Book Value Per Share * USD YOY,COGS,COGS YOY,Cap Ex as a % of Sales,Cap Ex as a % of Sales YOY,Cap Spending USD Mil,Cap Spending USD Mil YOY,Cash & Short-Term Investments,Cash & Short-Term Investments YOY,Cash Conversion Cycle,Cash Conversion Cycle YOY,Current Ratio,Current Ratio YOY,Days Inventory,Days Inventory YOY,Days Sales Outstanding,Days Sales Outstanding YOY,Debt/Equity,Debt/Equity YOY,Dividends USD,Dividends USD YOY,EBT Margin,EBT Margin YOY,Earnings Per Share USD,Earnings Per Share USD YOY,Financial Leverage,Financial Leverage (Average),Financial Leverage (Average) YOY,Financial Leverage YOY,Fixed Assets Turnover,Fixed Assets Turnover YOY,Free Cash Flow Growth % YOY,Free Cash Flow Growth % YOY YOY,Free Cash Flow Per Share * USD,Free Cash Flow Per Share * USD YOY,Free Cash Flow USD Mil,Free Cash Flow USD Mil YOY,Free Cash Flow/Net Income,Free Cash Flow/Net Income YOY,Free Cash Flow/Sales %,Free Cash Flow/Sales % YOY,Gross Margin,Gross Margin %,Gross Margin % YOY,Gross Margin YOY,Intangibles,Intangibles YOY,Interest Coverage,Interest Coverage YOY,Inventory,Inventory Turnover,Inventory Turnover YOY,Inventory YOY,Key Ratios -> Efficiency Ratios,Key Ratios -> Efficiency Ratios YOY,Key Ratios -> Financial Health,Key Ratios -> Financial Health YOY,Liquidity/Financial Health,Liquidity/Financial Health YOY,Mean Future Fractional Price Change,Mean Past Fractional Price Change,Mean Price,Net Income USD Mil,Net Income USD Mil YOY,Net Int Inc & Other,Net Int Inc & Other YOY,Net Margin %,Net Margin % YOY,Net PP&E,Net PP&E YOY,Operating Cash Flow Growth % YOY,Operating Cash Flow Growth % YOY YOY,Operating Cash Flow USD Mil,Operating Cash Flow USD Mil YOY,Operating Income USD Mil,Operating Income USD Mil YOY,Operating Margin,Operating Margin %,Operating Margin % YOY,Operating Margin YOY,Other,Other Current Assets,Other Current Assets YOY,Other Long-Term Assets,Other Long-Term Assets YOY,Other Long-Term Liabilities,Other Long-Term Liabilities YOY,Other Short-Term Liabilities,Other Short-Term Liabilities YOY,Other YOY,Payables Period,Payables Period YOY,Payout Ratio % *,Payout Ratio % * YOY,Quick Ratio,Quick Ratio YOY,R&D,R&D YOY,Receivables Turnover,Receivables Turnover YOY,Return on Assets %,Return on Assets % YOY,Return on Equity %,Return on Equity % YOY,Return on Invested Capital %,Return on Invested Capital % YOY,Revenue,Revenue USD Mil,Revenue USD Mil YOY,Revenue YOY,SG&A,SG&A YOY,Shares Mil,Shares Mil YOY,Short-Term Debt,Short-Term Debt YOY,Tax Rate %,Tax Rate % YOY,Total Assets,Total Assets YOY,Total Current Assets,Total Current Assets YOY,Total Current Liabilities,Total Current Liabilities YOY,Total Liabilities,Total Liabilities & Equity,Total Liabilities & Equity YOY,Total Liabilities YOY,Total Stockholders' Equity,Total Stockholders' Equity YOY,Working Capital USD Mil,Working Capital USD Mil YOY,index,index YOY
ABMD,3.07,0.814323607427,9.41,0.793423271501,6.03,0.752808988764,0.85,0.85,0.867346938776,0.867346938776,4.73,1.17661691542,17.34,0.853346456693,2.25,1.5,-5.0,1.66666666667,39.0,1.04613733906,102.03,0.905243545382,5.6,1.44329896907,140.36,0.993980596275,44.52,0.947032546267,,,,,12.49,2.69181034483,2.65,14.7222222222,1.16,1.16,0.950819672131,0.950819672131,28.76,1.05232345408,84.02,-6.92662819456,0.76,1.72727272727,38.0,1.80952380952,0.34,0.120567375887,16.54,1.46761313221,82.66,82.7,1.03764115433,1.03739959839,13.67,0.739318550568,,,4.96,2.6,1.00775193798,0.730486008837,,,,,,,1.38454378996,2.31332941623,63.4931818182,114.0,16.2857142857,0.04,0.444444444444,49.36,12.34,2.7,0.805970149254,84.48,-7.60396039604,43.0,1.86956521739,29.0,3.625,12.45,12.4,2.69565217391,2.73626373626,,11.7,7.8,18.58,0.896718146718,2.21,0.684210526316,2.08,0.896551724138,,82.85,1.09720566812,,,4.17,1.25602409639,15.62,0.934210526316,8.2,1.05670103093,41.81,10.6658163265,49.44,10.2785862786,49.44,10.2785862786,100.0,230.0,1.25,1.0,54.59,0.934760273973,43.0,1.02380952381,,,,,100.0,1.0,65.06,1.13285739161,11.62,0.784604996624,13.83,100.0,1.0,0.766629711752,86.17,1.05136652025,181.0,2.05681818182,,
ABR,,,0.44,,,,0.06,0.06,0.6,0.6,9.35,1.06129398411,,,,,,,10.33,3.85447761194,,,,,,,,,2.18,0.900826446281,0.58,1.11538461538,47.3,0.918803418803,0.9,0.529411764706,3.84,3.84,0.912114014252,0.912114014252,1.55,0.842391304348,,,0.82,1.67346938776,36.0,1.16129032258,0.68,2.06060606061,32.18,1.88849765258,,,,,,,,,,,,,,,,,,,1.16432234675,1.11771843696,6.34131377273,53.0,0.569892473118,12.87,-1.2210626186,40.61,0.855487676427,3.33,0.736725663717,,,36.0,1.16129032258,39.0,0.348214285714,34.43,34.4,0.554838709677,0.555143502096,-56.81,-10.77,4.01865671642,-3.33,0.736725663717,-56.74,1.42598642875,,,1.67432950192,,,62.2,2.0,,,,,,,2.47,0.540481400438,9.95,0.473358705994,,,100.0,113.0,0.624309392265,1.0,56.81,1.67432950192,51.0,1.02,,,,,100.0,1.0,,,,,69.08,100.0,1.0,0.965883668904,30.92,1.0856741573,,,,
ABT,2.62,1.01550387597,8.29,0.953970080552,13.59,1.50832408435,0.49,0.49,1.02083333333,1.02083333333,14.34,0.944664031621,42.87,0.94157698221,5.44,1.02255639098,-1.11,1.03064066852,14.85,1.3737280296,127.26,0.960307878056,1.54,1.06206896552,109.37,1.03530859523,62.64,0.917802197802,0.28,1.75,0.96,1.09090909091,15.6,1.2540192926,2.92,1.95973154362,1.94,1.94,1.01041666667,1.01041666667,3.5,1.02339181287,-28.56,-1.48517940718,1.47,0.761658031088,1.856,0.714395688992,0.42,0.368421052632,9.1,0.709275136399,57.13,57.1,1.04770642202,1.04883422067,36.85,0.935041867546,20.53,1.15401911186,6.3,3.34,0.965317919075,0.984375,,,,,,,0.875875301653,1.01962837776,43.6587941818,4.423,1.93651488616,1.55,-3.875,21.68,1.9219858156,13.89,0.965924895688,-19.29,-1.82670454545,2.966,0.807074829932,2.867,1.1031165833,14.05,14.1,1.1015625,1.09423676012,2.95,4.88,0.440433212996,14.94,1.61688311688,12.07,0.857853589197,-2.57,-1.01984126984,1.07664233577,44.75,1.08144030933,56.3,0.886614173228,1.04,1.36842105263,6.89,1.03765060241,5.83,1.08971962617,10.72,1.9778597786,20.7,2.11656441718,15.01,1.96465968586,100.0,20.405,1.00780362523,1.0,33.25,1.03100775194,1.506,0.986247544204,7.59,0.706046511628,18.13,0.572827804107,100.0,1.0,34.32,0.92832025967,22.27,0.872648902821,48.58,100.0,1.0,1.01525600836,51.42,0.986001917546,4.969,1.05075068725,,
ABTL,4.98,0.678474114441,18.29,1.04633867277,6.31,0.774233128834,1.03,1.03,0.936363636364,0.936363636364,7.66,0.979539641944,61.24,1.00956149027,2.04,1.92452830189,-3.0,3.0,15.62,0.788490661282,,,2.41,1.1756097561,,,63.56,1.13927227102,0.2,1.05263157895,,,6.06,1.18128654971,0.37,1.15625,1.42,1.42,0.940397350993,0.940397350993,42.98,0.698067240539,40.13,0.468972770831,0.73,1.32727272727,9.0,1.28571428571,2.04,1.0303030303,7.12,1.11773940345,38.76,38.8,0.98727735369,0.985256736146,47.15,1.96622185154,,,,,,,,,,,,,0.632108685421,2.01563593795,22.2663637273,5.0,1.66666666667,0.24,-0.369230769231,3.49,1.08722741433,2.8,1.53846153846,54.63,0.665164982345,12.0,1.5,8.0,1.33333333333,5.82,5.8,1.0,1.00692041522,2.25,3.2,0.531561461794,12.94,0.418905794756,,,0.68,0.739130434783,1.39751552795,34.29,0.935096809381,,,2.2,1.25,8.81,1.16843501326,5.74,0.877675840979,3.6,1.01694915254,5.24,1.02946954813,4.18,1.01951219512,100.0,133.0,1.25471698113,1.0,21.88,0.896353953298,13.0,1.18181818182,3.42,0.716981132075,42.49,1.13640010698,100.0,1.0,37.11,0.856845993997,15.39,0.726972130373,29.55,100.0,1.0,0.872195985832,70.45,1.06548699335,33.0,1.4347826087,,
ACAD,0.75,1.20967741935,0.74,2.46666666667,9.12,2.14588235294,,,,,2.23,0.675757575758,,,,,-2.0,inf,96.95,0.978403471591,,,10.0,0.487804878049,,,,,,,,,,,-1.63,1.71578947368,1.11,1.11,1.05714285714,1.05714285714,0.04,0.190476190476,,,-1.07,1.72580645161,-124.0,1.85074626866,0.75,1.04166666667,,,100.0,100.0,1.0,1.0,,,,,,,,,,,,,,,0.777619329557,1.1141402676,35.0159092273,-164.0,1.78260869565,818.03,1.30017324412,,,0.99,5.82352941176,,,-122.0,1.84848484848,-165.0,1.77419354839,,,,,,1.0,2.77777777778,0.32,3.55555555556,0.1,2.5,,,,,,,,9.9,0.484581497797,,,,,-60.09,1.67195325543,-64.58,1.71664008506,-64.58,1.71664008506,100.0,0.0,,1.0,,,101.0,1.0412371134,,,,,100.0,1.0,98.69,0.989472628835,9.87,2.02669404517,9.97,100.0,1.0,2.03054989817,90.03,0.94678725418,197.0,0.637540453074,,
ACAT,22.31,0.813343055049,10.68,0.843601895735,17.02,1.06574827802,2.12,2.12,0.942222222222,0.942222222222,15.92,0.967781155015,82.91,1.04525970751,3.18,0.952095808383,-22.0,0.916666666667,13.02,0.540024885939,58.95,1.39791320844,1.99,1.03645833333,92.33,1.23667291722,18.46,1.02214839424,,,0.5,1.25,0.89,0.10761789601,0.38,0.131034482759,1.76,1.76,0.951351351351,0.951351351351,11.76,0.816666666667,89.4,4.32092798453,2.57,0.75366568915,38.0,1.9,7.62,15.24,5.37,1.9815498155,17.09,17.1,0.826086956522,0.826402321083,2.08,,18.59,0.0374715284917,48.11,3.95,0.807770961145,1.17084448771,,,,,,,0.465507537181,0.781403257259,36.7116409091,5.0,0.128205128205,-0.05,5.0,0.7,0.12987012987,19.84,1.21419828641,35.13,0.998862667046,60.0,1.36363636364,7.0,0.116666666667,0.94,0.9,0.10843373494,0.113526570048,,6.26,1.14025500911,,,3.74,1.47244094488,,,,51.85,1.02571711177,24.6,2.15789473684,0.6,0.705882352941,3.48,1.05775075988,19.77,0.978228599703,1.49,0.122633744856,2.69,0.122718978102,2.84,0.129384965831,100.0,699.0,0.957534246575,1.0,12.68,1.39035087719,13.0,0.928571428571,,,20.77,0.59735404084,100.0,1.0,78.08,0.936772645471,39.34,0.906451612903,43.07,100.0,1.0,0.937527209404,56.93,1.05308916019,123.0,0.897810218978,,
ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24197813946,1.02001809982,38.1141700455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACET,11.22,1.07780979827,35.15,1.28519195612,12.22,1.03823279524,1.14,1.14,0.883720930233,0.883720930233,8.25,1.0631443299,75.24,0.970588235294,0.4,1.08108108108,-2.0,1.0,7.64,0.818863879957,135.9,1.12593206297,2.48,1.0643776824,87.05,1.02219351808,94.83,1.2457961114,0.39,0.928571428571,0.24,1.0,9.85,1.12442922374,1.14,1.11764705882,1.93,1.93,0.965,0.965,49.66,1.11846846847,-73.4,-7.93513513514,0.55,0.916666666667,6.0,0.260869565217,0.18,0.225,1.13,0.248898678414,24.76,24.8,1.10222222222,1.10142348754,29.99,0.908512571948,14.62,0.656488549618,19.52,4.19,0.97668997669,0.907484890748,,,,,,,0.907154604464,1.43233019888,24.3762678182,33.0,1.13793103448,-0.45,-5.625,6.12,1.07746478873,2.13,0.862348178138,-66.7,-11.9534050179,8.0,0.32,56.0,1.27272727273,10.3,10.3,1.18390804598,1.1866359447,,1.05,1.22093023256,4.52,0.826325411335,2.16,0.54,,,,45.98,1.13307047807,27.2,1.1724137931,1.68,1.16666666667,1.09,1.06862745098,3.85,0.80375782881,6.99,0.953615279673,13.73,1.01403249631,10.17,0.952247191011,100.0,547.0,1.07254901961,1.0,13.38,1.04694835681,29.0,1.0,2.08,1.16853932584,37.84,1.07836990596,100.0,1.0,63.36,1.07298899238,25.52,1.00750098697,48.1,100.0,1.0,0.96027151128,51.9,1.03987176918,185.0,1.17088607595,,
ACFC,,,0.25,0.925925925926,0.36,,0.04,0.04,1.33333333333,1.33333333333,5.16,1.13656387665,,,8.02,2.15591397849,-2.0,2.0,2.75,0.867507886435,,,,,,,,,2.57,1.50292397661,,,-6.4,-1.16152450091,0.5,5.55555555556,10.62,10.62,1.08700102354,1.08700102354,1.87,1.11976047904,,,-0.69,2.46428571429,0.0,-0.0,0.05,-0.00381097560976,1.42,-0.0196213900788,,,,,,,,,,,,,,,,,,,1.21453287197,1.41493268054,5.78,8.0,8.0,-2.89,0.549429657795,27.6,5.00907441016,1.8,0.878048780488,,,3.0,-0.176470588235,-2.0,-2.0,-6.4,-6.4,-1.16363636364,-1.16152450091,50.0,,,,,,,,,1.4590020426,,,,,,,,,,,0.99,5.5,10.08,5.22279792746,,,100.0,28.0,1.16666666667,1.0,53.51,0.973617176128,15.0,1.0,,,,,100.0,1.0,,,,,90.58,100.0,1.0,1.00913547237,9.42,0.919921875,,,,
ACFN,13.55,1.83108108108,43.97,1.01547344111,15.26,1.09863210943,0.71,0.71,1.47916666667,1.47916666667,0.08,0.109589041096,67.53,1.02225249773,0.86,0.427860696517,-0.0,,0.71,0.0435049019608,66.86,0.618673082261,0.94,0.770491803279,33.7,0.403496168582,110.93,1.12039187961,,,,,-49.43,0.939198175945,-0.4,0.336134453782,66.48,66.48,21.7967213115,21.7967213115,18.53,1.66486972147,,,-0.14,0.186666666667,-1.0,0.0526315789474,0.11,0.159420289855,-6.01,0.0631700651671,32.47,32.5,0.958702064897,0.956688273424,2.12,0.279314888011,-17.47,0.339025810208,4.12,10.83,2.47826086957,0.886021505376,,,,,,,1.34080936129,0.159066232356,0.133181818182,-11.0,0.407407407407,-1.73,2.62121212121,-55.62,0.400778210117,4.02,1.09836065574,,,-1.0,0.0555555555556,-9.0,0.9,-47.69,-47.7,0.917307692308,0.917644795074,8.2,16.36,1.99512195122,28.71,1.76351351351,29.36,3.74012738854,23.43,1.03034300792,0.77578051088,77.76,1.04417886397,,,0.65,0.65,11.57,0.833573487032,3.29,0.891598915989,-39.35,0.583481613286,-211.01,1.63548287087,-109.95,0.994752555867,100.0,19.0,0.95,1.0,60.39,0.98243045388,27.0,1.17391304348,16.25,1.08622994652,,,100.0,1.0,65.15,0.898992686629,69.13,1.16400067351,98.5,100.0,1.0,1.46511973821,1.5,0.0457735733903,-1.0,-0.25,,
ACGL,9.36,1.20618556701,10.85,1.02262016965,,,0.17,0.17,0.894736842105,0.894736842105,47.61,1.05355167072,,,0.4,0.8,-16.0,0.8,4.92,0.843910806175,,,,,,,,,0.22,1.46666666667,,,14.41,0.680680207841,4.09,0.679401993355,3.94,3.94,1.03957783641,1.03957783641,,,-345.0,,8.07,1.0964673913,982.0,965.585054081,1.83,1.5,24.95,0.978431372549,,,,,0.42,0.84,,,,,,,,,,,,,1.21231757562,1.21390891135,71.0186368636,538.0,0.645083932854,,,13.1,0.643102601865,,,-378.0,,998.0,962.391513983,567.0,0.671800947867,14.41,14.4,0.679245283019,0.680680207841,85.59,,,,,,,,,1.08575415451,,,,,,,,,,,2.28,0.583120204604,8.83,0.604794520548,,,100.0,3.937,0.986964151416,1.0,,,126.0,0.933333333333,,,7.16,2.63235294118,100.0,1.0,,,,,73.23,100.0,1.0,1.01496881497,26.77,0.961220825853,,,,
ACHN,0.89,0.21760391198,0.5,0.595238095238,2.22,0.540145985401,0.21,0.21,,,3.15,2.73913043478,,,1.06,,-1.0,1.0,98.88,1.01415384615,,,31.56,2.6610455312,,,6.49,,,,,,-7.61,,-0.04,0.0571428571429,1.03,1.03,0.94495412844,0.94495412844,38.21,,,,0.03,-0.0545454545455,5.0,-0.0892857142857,-0.97,-1.18292682927,7.37,,100.0,100.0,,,,,-90.45,,,,,,,,,,,,0.419953230511,0.738146149408,9.88545454545,-5.0,0.0724637681159,15.24,,-7.61,,0.37,0.336363636364,,,6.0,-0.107142857143,-15.0,0.217391304348,-22.85,-22.8,,,,0.19,0.441860465116,0.04,0.307692307692,,,,,,,,,,31.5,2.66723116003,85.53,,56.25,,-1.62,0.0374739764053,-1.7,0.0365120274914,-2.08,0.0445300792122,100.0,66.0,,,37.32,,126.0,1.28571428571,0.05,0.416666666667,,,100.0,1.0,99.58,1.00820087071,3.16,0.379351740696,3.21,100.0,1.0,0.377203290247,96.79,1.0579298284,448.0,3.15492957746,,
ACIW,2.78,1.02205882353,12.02,0.915460776847,1.95,0.847826086957,0.54,0.54,0.931034482759,0.931034482759,5.03,1.11777777778,45.15,1.00893854749,4.68,1.36443148688,-49.0,1.44117647059,5.14,1.05112474438,,,0.99,0.9,,,66.75,0.877135348226,1.29,0.934782608696,,,10.84,1.11522633745,0.72,1.24137931034,3.04,3.04,0.955974842767,0.955974842767,17.29,1.00115807759,17.56,2.23694267516,1.32,1.85915492958,134.0,1.17543859649,1.57,0.92899408284,12.83,1.14247551202,54.85,54.8,0.992753623188,0.992760180995,70.75,1.04566952409,3.74,1.07163323782,,,,,,,,,,,0.820989442871,1.14828082052,22.5877273182,85.0,1.25,-1.39,0.35824742268,8.17,1.22857142857,3.05,0.935582822086,22.85,2.98302872063,183.0,1.22818791946,128.0,0.927536231884,12.23,12.2,0.897058823529,0.899264705882,7.93,2.35,0.513100436681,6.7,1.03395061728,5.13,1.10560344828,9.86,0.948989412897,1.12005649718,40.87,1.08322289955,,,0.87,0.988636363636,13.95,0.983086680761,5.47,1.13958333333,4.45,1.16187989556,13.83,1.15154038301,7.59,1.11453744493,100.0,1.046,1.02952755906,1.0,20.73,1.01717369971,119.0,1.01709401709,4.79,1.01483050847,24.64,0.779746835443,100.0,1.0,19.5,0.862831858407,19.62,0.958475818271,67.12,100.0,1.0,0.978710994459,32.88,1.04646721833,-2.0,-0.0512820512821,,
ACLS,6.89,0.72602739726,12.79,0.680319148936,4.31,2.31720430108,1.17,1.17,1.32954545455,1.32954545455,6.48,1.08907563025,66.27,1.01252864782,0.61,1.38636363636,-2.0,2.0,27.37,2.02590673575,211.29,0.730021075908,5.33,1.5014084507,200.93,0.732065435202,48.22,0.675823405746,,,,,5.04,-1.00598802395,0.48,-1.2,1.52,1.52,1.12592592593,1.12592592593,9.97,1.53384615385,,,0.29,-0.420289855072,16.0,-0.941176470588,1.12,0.746666666667,5.45,-0.653477218225,33.73,33.7,0.973988439306,0.976266280753,,,4.06,-0.477085781434,40.21,1.82,1.36842105263,0.879676219646,,,,,,,1.33392773424,1.09405654934,10.3418181818,15.0,-1.36363636364,-1.83,-7.625,4.87,-0.877477477477,10.42,0.778774289985,,,18.0,-1.125,21.0,-1.90909090909,6.87,6.9,-1.30188679245,-1.30857142857,0.01,1.66,0.501510574018,7.56,1.42641509434,18.61,5.88924050633,4.15,0.818540433925,0.0077519379845,37.87,0.671692089393,,,2.6,1.84397163121,10.81,0.654754694125,7.57,1.478515625,5.69,-1.163599182,8.19,-1.25229357798,10.83,-1.95840867993,100.0,301.0,1.48275862069,1.0,16.05,0.729545454545,30.0,1.07142857143,,,3.47,,100.0,1.0,82.02,1.00860796852,15.39,0.67263986014,34.0,100.0,1.0,1.30518234165,66.0,0.892494929006,192.0,1.44360902256,,
ACM,13.23,0.773684210526,35.13,0.809820193638,15.47,0.982222222222,1.79,1.79,1.26056338028,1.26056338028,23.02,1.01320422535,97.03,1.01943685648,0.39,0.52,-69.0,1.09523809524,4.88,0.520255863539,,,1.29,0.921428571429,,,61.05,0.794508068714,1.3,3.02325581395,,,-0.84,-0.222811671088,-1.04,-0.44635193133,4.11,4.11,1.46785714286,1.46785714286,36.67,1.21263227513,133.4,-8.09957498482,4.33,1.51929824561,695.0,2.3322147651,-4.49,-3.45384615385,3.86,1.08426966292,2.97,3.0,0.625,0.616182572614,46.24,1.39655693144,0.49,0.0562571756602,,,,,,,,,,,1.0810001892,0.737327973781,26.8900000952,-155.0,-0.673913043478,-1.56,3.39130434783,-0.86,-0.312727272727,4.99,1.0847826087,111.97,-9.53747870528,764.0,2.1163434903,129.0,0.365439093484,0.72,0.7,0.166666666667,0.170616113744,1.62,4.56,1.3734939759,4.2,0.677419354839,9.45,1.06900452489,4.67,0.753225806452,-4.37837837838,30.33,0.745758544382,,,1.16,0.878787878788,,,5.98,1.25894736842,-1.54,-0.394871794872,-5.54,-0.507326007326,0.45,0.0552147239264,100.0,17.99,2.15268637071,1.0,0.63,0.649484536082,150.0,1.51515151515,1.14,1.08571428571,,,100.0,1.0,44.57,0.794757489301,34.51,0.860598503741,75.68,100.0,1.0,1.17716596671,24.32,0.681041725007,1.41,0.00144171779141,,
ACOR,1.27,0.774390243902,2.82,0.946308724832,5.67,1.4,0.45,0.45,0.9375,0.9375,13.37,1.07045636509,18.86,0.939243027888,1.43,0.737113402062,-7.0,0.875,31.65,1.11169652266,85.11,1.17539013948,4.98,1.39106145251,124.34,1.03616666667,23.59,0.823673184358,0.49,0.907407407407,,,3.93,0.563037249284,0.25,0.595238095238,1.85,1.85,0.925,0.925,11.42,0.890795631825,-53.28,-0.48737650933,0.46,0.256983240223,31.0,0.462686567164,2.84,0.747368421053,6.38,0.380895522388,81.14,81.1,1.01501877347,1.01526526527,55.05,0.966128466128,2.25,0.559701492537,3.27,2.94,0.967105263158,1.3185483871,,,,,,,0.499296845121,1.02841991853,39.7559094091,11.0,0.611111111111,-2.97,1.42105263158,2.24,0.509090909091,3.6,0.845070422535,-48.71,-0.535510114336,38.0,0.506666666667,34.0,0.944444444444,6.9,6.9,0.758241758242,0.761589403974,2.21,2.69,0.684478371501,0.93,1.03333333333,11.3,0.896825396825,1.07,0.223382045929,0.965065502183,62.81,0.823953823954,,,4.25,1.43097643098,30.29,1.65519125683,15.47,1.21333333333,1.01,0.483253588517,1.93,0.536111111111,2.32,0.640883977901,100.0,493.0,1.22942643392,1.0,41.74,0.830316292023,44.0,1.02325581395,0.1,0.909090909091,42.91,1.16255757247,100.0,1.0,40.43,1.06788166931,8.12,0.767485822306,45.98,100.0,1.0,0.919416116777,54.02,1.08061612322,361.0,1.22372881356,,
ACTG,,,9.63,2.56117021277,4.14,0.706484641638,0.28,0.28,1.21739130435,1.21739130435,8.49,0.847305389222,101.63,0.980984555985,15.6,0.476481368357,-20.0,0.46511627907,38.87,1.0800222284,,,5.53,1.16176470588,,,78.33,2.11874492832,,,0.5,1.0,-122.11,2.54661105318,-3.25,2.37226277372,1.12,1.12,1.00900900901,1.00900900901,323.93,1.56669568582,,,-0.92,1.87755102041,-29.0,0.74358974359,0.18,0.305084745763,-23.56,0.797292724196,-1.63,-1.6,0.444444444444,0.452777777778,46.75,0.791567897054,,,,,,,,,,,,,1.34475558218,0.300282717438,5.20363636364,-160.0,2.42424242424,-0.04,0.0888888888889,-128.55,2.5200940992,0.08,0.888888888889,,,-10.0,-2.5,-153.0,2.46774193548,-122.06,-122.1,2.57052631579,2.57022531059,87.19,4.36,4.23300970874,0.32,4.57142857143,1.28,1.0,4.28,1.59701492537,22.6467532468,21.54,65.2727272727,,,5.08,1.09482758621,2.71,0.924914675768,4.66,0.472137791287,-36.35,3.07529610829,-40.5,3.15175097276,-40.5,3.15175097276,100.0,125.0,0.954198473282,1.0,30.53,0.822911051213,50.0,1.02040816327,,,,,100.0,1.0,52.85,1.29597842079,9.55,1.11565420561,10.83,100.0,1.0,1.1006097561,89.17,0.989019520852,151.0,0.872832369942,,
ACU,8.18,0.834693877551,24.03,0.97842019544,6.48,0.677115987461,1.37,1.37,0.938356164384,0.938356164384,13.05,1.09663865546,63.97,0.99347724802,1.75,0.866336633663,-2.0,1.0,2.98,1.03472222222,207.1,1.08914015251,5.0,1.33689839572,179.72,1.09846586394,64.89,1.0860251046,0.6,0.983606557377,0.37,1.08823529412,6.02,0.94952681388,1.3,0.955882352941,1.89,1.89,0.940298507463,0.940298507463,15.32,0.919016196761,,,0.16,0.280701754386,-1.0,-0.5,-0.18,-0.346153846154,-0.76,-0.327586206897,36.03,36.0,1.01123595506,1.01179443976,16.4,0.933940774487,12.6,0.846774193548,43.61,2.03,0.910313901345,1.02708431465,,,,,,,1.37324638461,0.950773951253,16.6363310909,5.0,1.0,-0.67,1.21818181818,4.37,0.977628635347,9.09,1.04004576659,-76.77,2.72137539879,1.0,0.2,7.0,1.0,6.69,6.7,0.971014492754,0.969565217391,,2.62,1.0,1.26,1.06779661017,0.48,1.02127659574,,,,37.51,1.12947907257,26.4,1.06451612903,1.84,1.29577464789,,,5.63,0.921440261866,5.96,0.916923076923,11.61,0.902097902098,7.84,0.930011862396,100.0,110.0,1.02803738318,1.0,29.34,1.02158774373,4.0,1.0,,,27.53,0.930067567568,100.0,1.0,73.24,1.00992829564,14.66,0.756840474961,46.96,100.0,1.0,0.933969769292,53.04,1.06677393403,48.0,1.14285714286,,
ACUR,0.65,0.485074626866,0.49,1.04255319149,3.2,0.848806366048,0.52,0.52,17.3333333333,17.3333333333,0.74,0.948717948718,7.64,0.252729077076,2.49,0.00875866192972,-0.0,0.0,78.54,1.05154639175,73.76,0.630050397198,4.36,0.986425339367,161.36,0.361631555356,3.38,0.0515165371132,0.69,0.436708860759,,,-58.1,,-0.46,0.340740740741,2.14,2.14,0.666666666667,0.666666666667,8.72,11.0379746835,,,-0.51,0.356643356643,-4.0,0.307692307692,0.78,0.78,-45.44,,92.36,92.4,1.32378223496,1.32377812814,9.66,0.84811237928,-3.31,0.334343434343,1.63,2.26,2.79012345679,0.867021276596,,,,,,,0.397741592991,0.909763033175,2.18136363636,-5.0,0.384615384615,-11.51,0.0855825711949,-58.1,,5.97,1.01015228426,,,-4.0,0.363636363636,-4.0,0.333333333333,-46.59,-46.6,,,3.84,2.68,0.575107296137,1.03,1.03,2.28,1.94871794872,1.47,0.628205128205,0.143497757848,90.97,0.230449651678,,,4.13,1.01474201474,30.37,0.0497770930309,108.01,19.4262589928,-30.09,0.510519172039,-77.04,0.669971301852,-25.19,0.462456398017,100.0,9.0,9.0,1.0,104.74,,11.0,1.1,13.68,1.25966850829,,,100.0,1.0,83.34,1.02007343941,19.13,1.03573362209,53.42,100.0,1.0,0.776340648162,46.58,1.49342738057,11.0,1.1,,
ACXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0997759743,0.529401383919,19.2750000455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
