Stock,Accounts Payable,Accounts Payable YOY,Accounts Receivable,Accounts Receivable YOY,Accrued Liabilities,Accrued Liabilities YOY,Asset Turnover,Asset Turnover (Average),Asset Turnover (Average) YOY,Asset Turnover YOY,Book Value Per Share * USD,Book Value Per Share * USD YOY,COGS,COGS YOY,Cap Ex as a % of Sales,Cap Ex as a % of Sales YOY,Cap Spending USD Mil,Cap Spending USD Mil YOY,Cash & Short-Term Investments,Cash & Short-Term Investments YOY,Cash Conversion Cycle,Cash Conversion Cycle YOY,Current Ratio,Current Ratio YOY,Days Inventory,Days Inventory YOY,Days Sales Outstanding,Days Sales Outstanding YOY,Debt/Equity,Debt/Equity YOY,Dividends USD,Dividends USD YOY,EBT Margin,EBT Margin YOY,Earnings Per Share USD,Earnings Per Share USD YOY,Financial Leverage,Financial Leverage (Average),Financial Leverage (Average) YOY,Financial Leverage YOY,Fixed Assets Turnover,Fixed Assets Turnover YOY,Free Cash Flow Growth % YOY,Free Cash Flow Growth % YOY YOY,Free Cash Flow Per Share * USD,Free Cash Flow Per Share * USD YOY,Free Cash Flow USD Mil,Free Cash Flow USD Mil YOY,Free Cash Flow/Net Income,Free Cash Flow/Net Income YOY,Free Cash Flow/Sales %,Free Cash Flow/Sales % YOY,Gross Margin,Gross Margin %,Gross Margin % YOY,Gross Margin YOY,Intangibles,Intangibles YOY,Interest Coverage,Interest Coverage YOY,Inventory,Inventory Turnover,Inventory Turnover YOY,Inventory YOY,Key Ratios -> Efficiency Ratios,Key Ratios -> Efficiency Ratios YOY,Key Ratios -> Financial Health,Key Ratios -> Financial Health YOY,Liquidity/Financial Health,Liquidity/Financial Health YOY,Mean Future Fractional Price Change,Mean Past Fractional Price Change,Mean Price,Net Income USD Mil,Net Income USD Mil YOY,Net Int Inc & Other,Net Int Inc & Other YOY,Net Margin %,Net Margin % YOY,Net PP&E,Net PP&E YOY,Operating Cash Flow Growth % YOY,Operating Cash Flow Growth % YOY YOY,Operating Cash Flow USD Mil,Operating Cash Flow USD Mil YOY,Operating Income USD Mil,Operating Income USD Mil YOY,Operating Margin,Operating Margin %,Operating Margin % YOY,Operating Margin YOY,Other,Other Current Assets,Other Current Assets YOY,Other Long-Term Assets,Other Long-Term Assets YOY,Other Long-Term Liabilities,Other Long-Term Liabilities YOY,Other Short-Term Liabilities,Other Short-Term Liabilities YOY,Other YOY,Payables Period,Payables Period YOY,Payout Ratio % *,Payout Ratio % * YOY,Quick Ratio,Quick Ratio YOY,R&D,R&D YOY,Receivables Turnover,Receivables Turnover YOY,Return on Assets %,Return on Assets % YOY,Return on Equity %,Return on Equity % YOY,Return on Invested Capital %,Return on Invested Capital % YOY,Revenue,Revenue USD Mil,Revenue USD Mil YOY,Revenue YOY,SG&A,SG&A YOY,Shares Mil,Shares Mil YOY,Short-Term Debt,Short-Term Debt YOY,Tax Rate %,Tax Rate % YOY,Total Assets,Total Assets YOY,Total Current Assets,Total Current Assets YOY,Total Current Liabilities,Total Current Liabilities YOY,Total Liabilities,Total Liabilities & Equity,Total Liabilities & Equity YOY,Total Liabilities YOY,Total Stockholders' Equity,Total Stockholders' Equity YOY,Working Capital USD Mil,Working Capital USD Mil YOY,index,index YOY
THFF,,,0.39,1.0,,,0.05,0.05,1.0,1.0,32.07,1.02788461538,,,2.43,0.682584269663,-3.0,0.6,2.98,1.14615384615,,,,,,,,,0.03,1.0,0.98,1.0,28.25,0.875426092346,2.35,0.921568627451,7.26,7.26,0.952755905512,0.952755905512,2.81,0.975694444444,,,3.87,0.883561643836,38.0,0.716981132075,1.25,0.801282051282,26.28,0.743212669683,,,,,1.43,0.986206896552,,,,,,,,,,,,,1.48817543773,1.04141824307,33.550502,30.0,0.882352941176,-3.27,0.958944281525,21.02,0.925176056338,1.7,0.982658959538,,,41.0,0.706896551724,41.0,0.854166666667,28.25,28.2,0.87306501548,0.875426092346,25.42,,,,,,,,,1.00157604413,,,39.3,1.02077922078,,,,,,,1.01,0.901785714286,7.51,0.868208092486,,,100.0,144.0,0.96644295302,1.0,43.06,1.10580380072,13.0,1.0,1.14,0.7125,25.6,0.865449628127,100.0,1.0,,,,,86.23,100.0,1.0,0.992632669506,13.77,1.04874333587,,,,
THG,6.74,1.00597014925,10.09,1.02022244692,,,0.37,0.37,1.0,1.0,66.92,1.05986696231,,,0.39,1.77272727273,-20.0,1.81818181818,2.46,0.907749077491,,,,,,,,,0.29,0.90625,1.69,1.11184210526,8.73,1.17024128686,7.4,1.17834394904,4.85,4.85,1.0020661157,1.0020661157,,,,,10.98,0.827430293896,418.0,0.754512635379,1.26,0.642857142857,8.32,0.761904761905,,,,,1.35,1.00746268657,,,,,,,,,,,,,1.12014416053,1.18603082631,80.2834606364,332.0,1.17730496454,,,6.59,1.18525179856,,,,,438.0,0.775221238938,439.0,1.16137566138,8.73,8.7,1.16,1.17024128686,91.27,,,,,,,,,0.986276204884,,,21.5,0.833333333333,,,,,,,2.41,1.15865384615,11.66,1.1243972999,,,100.0,5.034,0.993291239148,1.0,,,44.0,1.0,,,24.72,0.976303317536,100.0,1.0,,,,,79.37,100.0,1.0,1.00050422287,20.63,0.998064828254,,,,
THLD,1.35,0.445544554455,3.52,0.332075471698,18.82,1.40238450075,1.26,1.26,7.41176470588,7.41176470588,-0.43,1.30303030303,,,0.14,0.0921052631579,-0.0,,90.7,1.05859010271,,,4.91,1.91050583658,,,21.68,0.0690116186535,,,,,56.97,-0.384984457359,0.54,-1.10204081633,1.31,1.31,,,172.84,7.29590544534,,,-0.6,1.33333333333,-38.0,1.35714285714,-0.87,-0.669230769231,-49.55,0.260913064083,100.0,100.0,1.0,1.0,,,,,,,,,,,,,,,0.443171317686,0.346222753061,1.05409090909,44.0,-2.0,21.96,0.341577228185,56.97,-0.388581952118,0.62,0.765432098765,,,-38.0,1.35714285714,27.0,-0.870967741935,35.01,35.0,-0.16486104569,-0.164931455222,,4.84,3.96721311475,0.31,0.183431952663,3.72,0.0383189122373,,,,,,,,4.67,1.83858267717,52.36,0.215127983894,16.83,14.5086206897,71.8,-2.86970423661,519.53,,519.53,,100.0,77.0,5.13333333333,1.0,12.63,0.183362369338,73.0,1.15873015873,,,,,100.0,1.0,99.07,1.01620679044,20.18,0.531332280147,23.89,100.0,1.0,0.176897445391,76.11,-2.17146932953,42.0,1.0243902439,,
THO,10.82,0.925577416595,18.5,0.926853707415,13.62,1.02252252252,2.75,2.75,1.06589147287,1.06589147287,20.4,1.18055555556,86.09,0.993422570967,1.06,1.23255813953,-42.0,1.4,12.21,0.594449853944,31.02,1.0137254902,2.05,0.899122807018,24.47,1.10874490258,23.86,0.902762012864,,,1.08,1.17391304348,7.31,1.01952580195,3.74,1.11641791045,1.41,1.41,0.979166666667,0.979166666667,19.84,0.88256227758,72.96,-46.1772151899,4.38,6.16901408451,206.0,1.73109243697,1.03,1.56060606061,5.13,1.52225519288,13.91,13.9,1.04511278195,1.04272863568,32.04,1.19910179641,,,16.37,14.92,0.902055622733,1.06575520833,,,,,,,1.34056535015,1.04103004,53.9802508636,199.0,1.11173184358,0.06,0.5,4.98,0.98031496063,15.57,1.29104477612,66.06,22.8581314879,248.0,1.6644295302,291.0,1.1686746988,7.25,7.3,1.02816901408,1.0269121813,0.4,4.54,1.11822660099,0.78,0.595419847328,3.97,0.927570093458,,,1.08108108108,17.31,0.967039106145,27.8,0.985815602837,1.22,0.792207792208,,,15.3,1.10789283128,13.69,1.04663608563,19.52,1.01985370951,19.44,1.02154492906,100.0,4.007,1.13673758865,1.0,6.26,1.05743243243,53.0,1.0,,,31.03,1.01471550033,100.0,1.0,51.61,0.861315086782,25.17,0.956306990881,29.14,100.0,1.0,0.952287581699,70.86,1.02103746398,398.0,0.841437632135,,
THS,5.46,0.980251346499,5.49,0.91652754591,1.54,0.814814814815,0.84,0.84,0.943820224719,0.943820224719,42.18,1.0469099032,79.91,1.00629643622,2.69,0.79821958457,-86.0,0.868686868687,1.17,0.745222929936,79.0,1.08189537113,3.08,1.00983606557,83.92,1.07603538915,24.94,1.03830141549,0.66,0.80487804878,,,5.34,1.15086206897,2.63,1.17937219731,2.0,2.0,0.900900900901,0.900900900901,5.91,1.00853242321,76.71,-4.56607142857,4.85,2.01244813278,199.0,1.7610619469,1.73,1.384,6.21,1.62140992167,20.09,20.1,0.97572815534,0.975716367169,62.02,1.01522344083,4.77,1.12235294118,15.77,4.35,0.929487179487,1.03613666229,,,,,,,0.876300953806,0.967972050802,81.9722730909,115.0,1.27777777778,-2.14,0.772563176895,3.58,1.1737704918,14.62,1.04953338119,34.61,-15.876146789,285.0,1.34433962264,240.0,1.10091743119,7.48,7.5,1.01351351351,1.01081081081,1.95,0.45,0.290322580645,0.48,0.738461538462,9.47,0.954637096774,,,1.04278074866,29.87,1.03035529493,,,0.89,0.936842105263,,,14.63,0.9625,3.02,1.11439114391,6.36,1.07251264755,4.55,1.05813953488,100.0,3.206,1.08825526137,1.0,10.67,0.9425795053,44.0,1.1,0.4,1.08108108108,32.9,0.962269669494,100.0,1.0,22.88,0.940402794903,7.44,0.933500627353,49.91,100.0,1.0,0.908610959403,50.09,1.11138229421,572.0,0.896551724138,,
TIE,,,,,,,1.4,1.4,0.853658536585,0.853658536585,4.561816,0.75512002622,51.95,1.03858456617,4.14,0.524050632911,-1.1236,0.427777354755,4.37,1.17789757412,,,0.66,0.916666666667,,,55.98,1.10370662461,0.27,1.08,,,-7.04,-9.38666666667,-2.2472,-4.27777354755,3.64,3.64,1.36842105263,1.36842105263,39.44,1.01024590164,,,-0.932588,-14.2022081779,-0.0,,0.11,0.132530120482,-1.19,-0.668539325843,48.05,48.1,0.962,0.961384553822,46.85,0.985693246371,-9.74,,,,,,,,,,,,1.08310818672,0.811691893985,10546.2912318,-2.2472,-inf,-0.8,1.81818181818,-10.63,-4.96728971963,3.36,0.900804289544,-66.9,-0.362071764897,1.1236,0.427777354755,-1.1236,-inf,-6.24,-6.2,-5.16666666667,-5.24369747899,44.22,32.41,0.975323502859,13.01,1.10254237288,9.55,5.39548022599,41.16,0.948168624741,0.906333265013,114.61,0.556954028574,,,0.65,0.902777777778,,,6.52,0.905555555556,-14.86,-4.23361823362,-45.62,-5.249712313,-29.32,-4.30543318649,100.0,24.7192,0.941110180461,1.0,10.08,,1.0,1.0,9.79,1.67924528302,,,100.0,1.0,36.77,0.995128552097,55.64,1.09012539185,72.54,100.0,1.0,1.1632456703,27.46,0.72954303932,-3.3708,1.28333206427,,
TIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12963188683,1.10490802395,14.5396502727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIF,2.28,0.930612244898,3.77,0.949622166247,3.44,1.48275862069,0.86,0.86,1.0,1.0,22.38,1.02238465053,40.3,0.960896518836,5.82,1.06010928962,-247.0,1.11764705882,14.12,1.82901554404,491.09,1.01679158557,5.49,1.18574514039,499.6,1.01478713032,16.49,1.00365185636,0.31,1.10714285714,1.48,1.10447761194,17.35,2.74525316456,3.73,2.64539007092,1.83,1.83,1.04571428571,1.04571428571,4.84,1.00414937759,,,-0.76,-0.383838383838,368.0,-5.57575757576,0.76,-2.05405405405,8.65,-5.21084337349,59.7,59.7,1.02753872633,1.02824664141,2.19,0.814126394052,12.72,2.50887573964,45.6,0.73,0.986486486486,0.93137254902,,,,,,,0.721723034897,1.0827555604,89.44478755,484.0,2.67403314917,-3.62,2.94308943089,11.39,2.53111111111,17.36,0.964980544747,,,615.0,3.96774193548,891.0,2.93092105263,20.97,21.0,2.8,2.77748344371,,6.23,0.855769230769,10.74,0.942932396839,15.54,1.26444263629,1.28,0.328205128205,,25.0,0.970120294917,101.4,2.77049180328,1.41,1.7625,,,22.13,0.995949594959,9.75,2.51937984496,17.43,2.55571847507,13.69,2.20450885668,100.0,4.249,1.05408087323,1.0,38.73,1.00336787565,130.0,1.00775193798,4.52,0.851224105461,34.35,1.19105409154,100.0,1.0,69.71,1.02620344472,12.7,0.866302864939,45.28,100.0,1.0,1.05893358279,54.72,0.955974842767,2.953,1.16627172196,,
TIGR,2.2,2.61904761905,9.65,1.28495339547,10.25,2.27272727273,0.25,0.25,1.92307692308,1.92307692308,0.38,0.283582089552,16.49,0.522331327209,4.73,1.42042042042,-0.0,,76.6,1.71864482836,,,3.22,0.555172413793,,,58.07,0.909760300799,,,,,-408.62,1.99775105114,-0.93,-23.25,1.4,1.4,1.27272727273,1.27272727273,9.69,0.993846153846,,,-0.35,1.84210526316,-10.0,1.25,0.36,-0.0602006688963,-148.22,1.05068405756,83.51,83.5,1.22076023392,1.22037118223,2.71,0.0605045769145,,,,,,,,,,,,,0.540020263425,0.305194805195,0.0560795454545,-29.0,-29.0,0.8,-0.645161290323,-409.84,-17.3734633319,6.49,4.70289855072,,,-10.0,1.25,-29.0,2.63636363636,-409.42,-409.4,2.01377274963,2.01387112641,260.02,3.44,2.60606060606,1.11,2.52272727273,0.75,2.58620689655,14.24,3.7180156658,68.2467191601,101.93,1.3133616802,,,3.1,0.547703180212,57.0,0.704660650266,6.29,1.09965034965,-103.99,-33.3301282051,-121.1,-34.0168539326,-121.1,-34.0168539326,100.0,7.0,1.4,1.0,175.92,0.940597765064,31.0,1.03333333333,,,,,100.0,1.0,89.69,1.67958801498,27.84,3.02608695652,28.59,100.0,1.0,3.01264488936,71.41,0.788973594078,8.0,0.444444444444,,
TIS,2.87,1.02135231317,6.95,0.943012211669,1.54,0.703196347032,0.8,0.8,0.833333333333,0.833333333333,12.98,1.12673611111,81.9,1.00775193798,37.51,2.07696566999,-63.0,2.42307692308,1.73,2.88333333333,36.01,0.920736384556,2.1,1.57894736842,30.63,0.94624652456,21.27,1.05926294821,0.54,1.63636363636,1.4,1.0,11.64,1.19876416066,1.38,1.24324324324,1.88,1.88,1.10588235294,1.10588235294,1.15,0.871212121212,,,-3.22,-3.83333333333,-44.0,7.33333333333,-3.27,5.54237288136,-26.35,6.68781725888,18.1,18.1,0.967914438503,0.96636412173,9.26,0.637741046832,38.64,0.741081703107,5.37,11.92,1.05673758865,0.950442477876,,,,,,,0.908524878658,1.07033726096,28.4689637727,14.0,1.55555555556,0.1,-0.3125,8.05,1.21417797888,68.97,0.983599543639,-6.75,2.17741935484,19.0,0.95,19.0,1.35714285714,11.55,11.5,1.15,1.15154536391,0.89,1.71,1.0490797546,6.01,54.6363636364,10.76,1.07923771314,1.55,0.401554404145,1.67924528302,15.88,1.1904047976,107.6,0.960714285714,1.16,1.65714285714,,,17.16,0.944413869015,6.42,1.00943396226,11.57,1.13320274241,8.0,0.988875154512,100.0,168.0,1.17482517483,1.0,5.66,0.691931540342,10.0,1.11111111111,1.54,0.596899224806,30.87,0.973509933775,100.0,1.0,15.76,1.03344262295,7.5,0.655021834061,46.78,100.0,1.0,1.1373693168,53.22,0.904025819603,21.0,3.5,,
TISI,6.27,1.39643652561,40.65,1.12261806131,9.59,1.0105374078,1.67,1.67,1.05031446541,1.05031446541,,,69.36,0.985367239665,3.42,0.777272727273,-29.0,0.878787878788,6.34,0.886713286713,76.04,0.980528691167,3.16,0.954682779456,16.11,0.895,76.99,1.02900294039,0.24,1.0,,,7.52,1.21486268174,1.85,1.32142857143,1.59,1.59,1.01923076923,1.01923076923,8.96,0.985698569857,-25.92,0.663254861822,,,15.0,0.75,0.37,0.560606060606,1.75,0.660377358491,30.64,30.6,1.03378378378,1.03478554542,24.44,0.863299187566,,,4.96,22.66,1.11735700197,0.941176470588,,,,,,,0.674298076647,0.937078335072,39.60449995,40.0,1.33333333333,-0.61,0.648936170213,4.76,1.1959798995,18.69,1.00754716981,-17.76,1.80121703854,43.0,0.811320754717,68.0,1.28301886792,8.13,8.1,1.14084507042,1.14025245442,,3.16,1.17910447761,1.75,0.956284153005,4.73,0.927450980392,0.21,,,17.06,1.11722331369,,,2.7,0.964285714286,,,4.74,0.97131147541,7.94,1.25632911392,12.51,1.25350701403,10.11,1.26059850374,100.0,842.0,1.12266666667,1.0,22.51,0.983828671329,22.0,1.04761904762,,,36.01,1.02885714286,100.0,1.0,55.11,1.0740596375,17.41,1.12322580645,37.13,100.0,1.0,1.03744062587,62.87,0.979130976483,197.0,1.13218390805,,
TITN,1.31,0.861842105263,5.67,0.898573692552,1.58,0.669491525424,1.3,1.3,0.878378378378,0.878378378378,18.83,0.982776617954,83.77,0.992888467465,0.9,1.05882352941,-17.0,0.894736842105,9.45,1.99367088608,236.07,1.13598960589,1.55,1.05442176871,224.18,1.15070321322,16.64,0.922394678492,0.53,0.963636363636,,,-2.02,-2.43373493976,-1.51,-3.68292682927,3.58,3.58,0.934725848564,0.934725848564,8.7,0.825426944972,,,-3.45,0.706967213115,24.0,-0.237623762376,-0.75,0.0655594405594,1.27,-0.279120879121,16.23,16.2,1.03846153846,1.03838771593,0.4,0.171673819742,0.02,0.0125,65.16,1.63,0.871657754011,0.94750618002,,,,,,,0.685188733474,0.755938584241,13.0475,-32.0,-3.55555555556,-2.06,1.609375,-1.66,-4.15,15.46,1.06108442004,,,41.0,-0.5,1.0,0.0212765957447,0.04,0.0,0.0,0.0189573459716,1.81,3.33,1.35365853659,0.53,0.646341463415,3.27,0.905817174515,3.51,0.895408163265,4.02222222222,4.74,0.938613861386,,,0.28,1.4,,,21.93,1.08403361345,-2.17,-3.67796610169,-8.05,-3.65909090909,0.19,0.0926829268293,100.0,1.9,0.853548966757,1.0,14.38,1.0993883792,21.0,1.0,47.05,0.977967158595,,,100.0,1.0,83.61,1.01616431697,54.06,0.966565349544,72.11,100.0,1.0,0.976174360363,27.89,1.06735553004,399.0,0.968446601942,,
TIVO,0.41,1.41379310345,3.96,1.15789473684,2.96,0.951768488746,0.23,0.23,1.09523809524,1.09523809524,12.02,0.938329430133,19.57,0.989383215369,2.15,0.226793248945,-11.0,0.21568627451,9.53,0.690079652426,,,3.33,2.97321428571,,,59.18,0.93594812589,0.93,1.27397260274,,,1.8,1.57894736842,-0.05,0.0657894736842,2.13,2.13,0.963800904977,0.963800904977,14.58,0.948601171113,-1.43,0.0588477366255,1.41,0.792134831461,132.0,0.992481203008,-30.65,16.0471204188,24.99,1.01544087769,80.43,80.4,1.00249376559,1.00261780105,78.68,1.06482609284,1.2,1.08108108108,,,,,,,,,,,1.66397130527,0.565972226004,12.4472726818,-4.0,0.0571428571429,-11.84,0.82855143457,-0.82,0.0637636080871,1.59,1.04605263158,-22.73,4.2249070632,143.0,0.772972972973,72.0,0.857142857143,13.63,13.6,0.883116883117,0.882772020725,18.33,0.65,0.511811023622,5.59,0.919407894737,5.25,0.983146067416,0.55,0.733333333333,0.939036885246,28.61,1.59921743991,,,3.18,3.05769230769,19.12,0.968101265823,6.17,1.06932409012,-0.18,0.0666666666667,-0.4,0.0693240901213,1.09,-0.731543624161,100.0,526.0,0.970479704797,1.0,29.35,1.15052920423,84.0,0.913043478261,0.32,0.0258690379951,145.36,0.457121293122,100.0,1.0,14.14,0.763911399244,4.24,0.256658595642,53.14,100.0,1.0,0.970416362308,46.86,1.03580901857,218.0,4.44897959184,,
TIXC,4.87,0.484095427435,0.2,0.344827586207,,,1.43,1.43,0.547892720307,0.547892720307,0.48,1.71428571429,40.11,0.964182692308,0.52,0.216666666667,-0.0,0.0,33.85,0.648840329691,,,2.96,1.43689320388,,,0.79,0.840425531915,0.02,0.222222222222,0.15,,23.55,1.25801282051,0.95,4.13043478261,1.16,1.16,0.763157894737,0.763157894737,31.29,1.24215958714,15.55,0.0627016129032,0.4,1.81818181818,6.0,1.0,0.38,0.283582089552,27.51,1.12011400651,59.89,59.9,1.02568493151,1.02551369863,13.4,0.381875178113,230.83,11.023400191,,,,,,,,,,,0.80322112366,1.55457225978,1.88546395455,17.0,4.25,-0.06,0.0652173913043,71.7,3.92231947484,2.47,0.251016260163,7.26,0.0420138888889,7.0,1.16666666667,6.0,1.5,23.62,23.6,1.20408163265,1.20264765784,2.54,0.52,0.327044025157,49.55,67.8767123288,0.25,0.110619469027,6.05,0.42043085476,0.67374005305,40.37,1.28036790358,35.7,,2.92,1.46,,,463.78,1.19540170632,102.61,2.15295845573,127.47,1.18246753247,121.66,1.79890581103,100.0,23.0,1.0,1.0,33.73,0.963714285714,18.0,1.0,0.75,0.396825396825,,,100.0,1.0,34.57,0.636179609864,11.67,0.443220660843,13.52,100.0,1.0,0.391770501304,86.48,1.32050694763,5.0,1.66666666667,,
TJX,18.04,1.03917050691,2.03,0.985436893204,7.18,0.757383966245,2.73,2.73,0.982014388489,0.982014388489,6.39,1.10172413793,71.45,0.999440481186,3.13,0.907246376812,-912.0,0.963041182682,24.95,1.04131886477,23.79,0.987546699875,1.71,0.994186046512,54.32,0.975749955093,2.66,0.923611111111,0.4,1.33333333333,0.67,1.21818181818,12.21,1.00909090909,3.15,1.07142857143,2.61,2.61,1.08298755187,1.08298755187,7.79,0.968905472637,,,2.64,1.17857142857,2.097,1.27554744526,0.95,1.23376623377,7.21,1.20367278798,28.55,28.5,1.0,1.00140301649,2.78,0.905537459283,65.1,0.891536565325,28.92,6.72,1.0243902439,0.994497936726,,,,,,,1.03864781589,1.1148402415,65.3276342,2.215,1.03649976603,-0.19,1.72727272727,7.62,0.978177150193,34.76,0.986379114642,,,3.008,1.16138996139,3.607,1.07639510594,12.4,12.4,1.01639344262,1.0147299509,,4.44,1.01369863014,2.11,0.954751131222,11.78,1.01903114187,6.05,1.00833333333,,33.19,0.963145676146,21.2,1.55882352941,0.76,1.01333333333,,,137.19,1.08279400158,20.77,0.957584140157,52.16,0.963428149243,39.12,0.901590228163,100.0,29.078,1.06035080042,1.0,16.15,0.991405770411,704.0,0.969696969697,,,37.6,1.05588317888,100.0,1.0,60.34,1.01445864156,35.31,1.02377500725,61.68,100.0,1.0,1.05381855459,38.32,0.924041475766,2.785,1.09215686275,,
TK,0.49,0.680555555556,2.98,0.996655518395,2.47,0.904761904762,0.2,0.2,1.17647058824,1.17647058824,12.43,0.818301514154,44.82,0.889815366289,73.29,1.46873747495,-1.796,0.00180502512563,5.4,0.773638968481,,,0.7,0.714285714286,,,45.18,0.712281254927,6.89,1.23255813953,1.73,1.37301587302,15.86,2.35661218425,1.12,-1.47368421053,14.21,14.21,1.31574074074,1.31574074074,0.28,1.07692307692,,,-14.3,2.62867647059,-1.026,0.00186885245902,-12.48,-1.24550898204,-41.85,1.52126499455,55.18,55.2,1.11290322581,1.11182752368,2.15,0.968468468468,2.6,1.58536585366,,,,,,,,,,,0.518682629902,0.344327993658,15.7239082727,82.0,-1.49090909091,-9.65,0.656909462219,3.34,-1.21454545455,71.71,1.0494658276,,,770.0,1.7264573991,625.0,1.46370023419,25.51,25.5,1.19158878505,1.19094304388,24.23,1.72,1.33333333333,16.04,0.881318681319,30.45,1.08905579399,3.02,1.18431372549,1.14616840114,24.84,0.74415817855,365.6,,0.58,0.666666666667,,,8.08,1.4052173913,0.66,-1.40425531915,8.12,-1.65376782077,3.79,2.26946107784,100.0,2.45,1.22868605817,1.0,5.44,0.769448373409,73.0,1.01388888889,8.47,1.53720508167,,,100.0,1.0,10.1,0.897777777778,14.45,1.25543006082,92.96,100.0,1.0,1.02446550584,7.04,0.760259179266,-567.0,18.2903225806,,
TKOI,15.98,1.02567394095,20.62,1.52289512555,,,1.39,1.39,1.01459854015,1.01459854015,0.03,1.5,44.72,0.875489428348,0.28,0.341463414634,-0.0,,8.67,0.828871892925,1.88,2.16091954023,0.99,1.1,49.76,1.04779953674,45.05,1.17073804574,,,,,0.05,0.030303030303,,,2.63,2.63,1.00766283525,1.00766283525,110.2,0.656851642129,,,-0.01,,-0.0,,2.35,-0.804794520548,-2.94,3.45882352941,55.28,55.3,1.1308793456,1.13000817661,59.86,0.947751741609,,,7.4,7.33,0.953185955787,0.77731092437,,,,,,,0.767441860465,1.23563218391,0.195454545455,-0.0,,-0.46,1.7037037037,-1.37,2.140625,1.29,1.05737704918,,,-0.0,,0.0,,0.51,0.5,0.263157894737,0.264248704663,1.81,1.72,1.17006802721,0.44,0.698412698413,7.63,0.415803814714,13.66,2.63198458574,0.97311827957,92.94,1.09212690952,,,0.76,1.22580645161,10.64,1.19954904171,8.1,0.854430379747,-1.91,2.17045454545,-5.0,2.18340611354,-4.02,2.11578947368,100.0,15.0,1.0,1.0,42.31,1.16652881169,126.0,1.008,9.06,1.07600950119,,,100.0,1.0,38.4,1.09745641612,38.7,0.99537037037,46.34,100.0,1.0,0.794990564419,53.66,1.28650203788,-0.0,,,
TKR,5.73,1.19624217119,16.32,1.02965299685,3.67,0.750511247444,0.99,0.99,1.20731707317,1.20731707317,16.62,0.903260869565,72.36,1.02188956362,3.68,0.893203883495,-105.0,0.833333333333,4.65,0.500538213132,131.56,0.888558692422,2.39,0.859712230216,99.11,0.847746129501,59.11,0.9558538163,0.44,1.33333333333,1.03,1.03,-6.6,-0.995475113122,-0.84,-0.449197860963,2.1,2.1,1.10526315789,1.10526315789,3.69,1.4030418251,49.39,0.677131889224,2.92,4.94915254237,269.0,1.49444444444,-3.8,-3.58490566038,9.37,1.59897610922,27.64,27.6,0.945205479452,0.946899623159,21.49,1.29146634615,-4.68,-0.577065351418,19.5,3.68,1.17948717949,0.999487442337,,,,,,,1.41261731768,0.704487571039,28.2504984091,-70.0,-0.409356725146,-1.33,9.5,-2.46,-0.443243243243,27.93,1.07423076923,22.08,-0.772027972028,375.0,1.22149837134,-151.0,-0.725961538462,-5.27,-5.3,-0.779411764706,-0.778434268833,-0.49,2.84,0.600422832981,7.27,0.909887359199,13.46,1.09430894309,5.5,1.06589147287,-0.132791327913,26.66,0.868403908795,,,1.16,0.822695035461,,,6.17,1.04576271186,-2.45,-0.536105032823,-4.88,-0.601726263872,-2.56,-0.3540802213,100.0,2.872,0.933680104031,1.0,33.4,1.78323545115,85.0,0.934065934066,2.77,10.2592592593,,,100.0,1.0,43.31,0.877253392749,18.14,1.01967397414,52.45,100.0,1.0,1.10467565291,47.55,0.905369383092,701.0,0.739451476793,,
TLF,3.07,1.535,0.93,0.815789473684,4.47,0.869649805447,1.32,1.32,0.942857142857,0.942857142857,4.99,1.09190371991,38.13,1.01625799574,2.58,0.977272727273,-2.0,1.0,16.98,1.00354609929,362.37,1.09852366084,5.71,1.27455357143,377.97,1.09566049222,2.82,0.878504672897,0.07,1.75,,,12.14,0.857950530035,0.63,0.84,1.27,1.27,0.9921875,0.9921875,5.45,0.966312056738,,,1.06,-2.40909090909,6.0,-6.0,0.94,-7.23076923077,7.16,-5.82113821138,61.87,61.9,0.9904,0.9902368758,1.52,0.926829268293,31.97,0.599362579678,52.02,0.97,0.915094339623,0.994836488812,,,,,,,1.10561754993,0.794348026417,7.05272727273,6.0,0.75,-0.3,1.66666666667,7.61,0.823593073593,24.31,1.00787728027,596.17,-7.06529983408,8.0,8.0,10.0,0.833333333333,12.45,12.4,0.867132867133,0.868806699232,49.42,3.74,1.10979228487,0.51,0.980769230769,2.76,1.18965517241,4.41,1.65789473684,1.02658911508,18.42,1.00655737705,,,1.39,1.26363636364,,,129.21,1.134914361,10.05,0.77786377709,12.79,0.77798053528,12.06,0.783116883117,100.0,84.0,1.01204819277,1.0,,,10.0,1.0,0.36,0.0611205432937,37.35,1.07543910164,100.0,1.0,73.66,0.999186109604,12.91,0.783849423194,21.06,100.0,1.0,0.962962962963,78.94,1.01036733649,39.0,1.08333333333,,
