Stock,Accounts Payable,Accounts Payable YOY,Accounts Receivable,Accounts Receivable YOY,Accrued Liabilities,Accrued Liabilities YOY,Asset Turnover,Asset Turnover (Average),Asset Turnover (Average) YOY,Asset Turnover YOY,Book Value Per Share * HKD,Book Value Per Share * HKD YOY,Book Value Per Share * USD,Book Value Per Share * USD YOY,COGS,COGS YOY,Cap Ex as a % of Sales,Cap Ex as a % of Sales YOY,Cap Spending HKD Mil,Cap Spending HKD Mil YOY,Cap Spending USD Mil,Cap Spending USD Mil YOY,Cash & Short-Term Investments,Cash & Short-Term Investments YOY,Cash Conversion Cycle,Cash Conversion Cycle YOY,Current Ratio,Current Ratio YOY,Days Inventory,Days Inventory YOY,Days Sales Outstanding,Days Sales Outstanding YOY,Debt/Equity,Debt/Equity YOY,Dividends HKD,Dividends HKD YOY,Dividends USD,Dividends USD YOY,EBT Margin,EBT Margin YOY,Earnings Per Share HKD,Earnings Per Share HKD YOY,Earnings Per Share USD,Earnings Per Share USD YOY,Financial Leverage,Financial Leverage (Average),Financial Leverage (Average) YOY,Financial Leverage YOY,Fixed Assets Turnover,Fixed Assets Turnover YOY,Free Cash Flow Growth % YOY,Free Cash Flow Growth % YOY YOY,Free Cash Flow HKD Mil,Free Cash Flow HKD Mil YOY,Free Cash Flow Per Share * HKD,Free Cash Flow Per Share * HKD YOY,Free Cash Flow Per Share * USD,Free Cash Flow Per Share * USD YOY,Free Cash Flow USD Mil,Free Cash Flow USD Mil YOY,Free Cash Flow/Net Income,Free Cash Flow/Net Income YOY,Free Cash Flow/Sales %,Free Cash Flow/Sales % YOY,Gross Margin,Gross Margin %,Gross Margin % YOY,Gross Margin YOY,Intangibles,Intangibles YOY,Interest Coverage,Interest Coverage YOY,Inventory,Inventory Turnover,Inventory Turnover YOY,Inventory YOY,Mean Future Fractional Price Change,Mean Past Fractional Price Change,Mean Price,Net Income HKD Mil,Net Income HKD Mil YOY,Net Income USD Mil,Net Income USD Mil YOY,Net Int Inc & Other,Net Int Inc & Other YOY,Net Margin %,Net Margin % YOY,Net PP&E,Net PP&E YOY,Operating Cash Flow Growth % YOY,Operating Cash Flow Growth % YOY YOY,Operating Cash Flow HKD Mil,Operating Cash Flow HKD Mil YOY,Operating Cash Flow USD Mil,Operating Cash Flow USD Mil YOY,Operating Income HKD Mil,Operating Income HKD Mil YOY,Operating Income USD Mil,Operating Income USD Mil YOY,Operating Margin,Operating Margin %,Operating Margin % YOY,Operating Margin YOY,Other,Other Current Assets,Other Current Assets YOY,Other Long-Term Assets,Other Long-Term Assets YOY,Other Long-Term Liabilities,Other Long-Term Liabilities YOY,Other Short-Term Liabilities,Other Short-Term Liabilities YOY,Other YOY,Payables Period,Payables Period YOY,Payout Ratio % *,Payout Ratio % * YOY,Quick Ratio,Quick Ratio YOY,R&D,R&D YOY,Receivables Turnover,Receivables Turnover YOY,Return on Assets %,Return on Assets % YOY,Return on Equity %,Return on Equity % YOY,Return on Invested Capital %,Return on Invested Capital % YOY,Revenue,Revenue HKD Mil,Revenue HKD Mil YOY,Revenue USD Mil,Revenue USD Mil YOY,Revenue YOY,SG&A,SG&A YOY,Shares Mil,Shares Mil YOY,Short-Term Debt,Short-Term Debt YOY,Tax Rate %,Tax Rate % YOY,Total Assets,Total Assets YOY,Total Current Assets,Total Current Assets YOY,Total Current Liabilities,Total Current Liabilities YOY,Total Liabilities,Total Liabilities & Equity,Total Liabilities & Equity YOY,Total Liabilities YOY,Total Stockholders' Equity,Total Stockholders' Equity YOY,Working Capital HKD Mil,Working Capital HKD Mil YOY,Working Capital USD Mil,Working Capital USD Mil YOY,index,index YOY
PETM,10.12,1.26976160602,2.88,1.01052631579,9.59,0.985611510791,2.73,2.73,1.02631578947,1.02631578947,,,11.62,1.07892293408,69.41,0.998848755217,2.12,1.03414634146,,,-147.0,1.0652173913,11.33,0.834929992631,40.39,1.0287824758,1.66,0.954022988506,53.96,1.04878522838,3.82,1.12023460411,0.41,1.0,,,0.72,1.125,9.28,1.05096262741,,,4.02,1.1323943662,2.31,2.31,1.02212389381,1.02212389381,7.14,1.08510638298,-898.0,,,,,,4.64,1.06912442396,468.0,0.908737864078,1.12,0.848484848485,6.77,0.88961892247,30.59,30.6,1.00327868852,1.00262209112,1.63,0.936781609195,,,29.35,6.76,0.953455571227,1.0963765409,1.23972707174,0.981764396644,65.6255147826,,,420.0,1.07692307692,-0.75,0.9375,6.07,1.05381944444,37.79,0.972715572716,-579.0,,,,615.0,0.94180704441,,,693.0,1.06451612903,10.02,10.0,1.04166666667,1.03941908714,,8.71,0.997709049255,8.31,1.10947930574,25.13,0.968027734977,10.6,1.15092290988,,17.39,1.11474358974,17.3,0.915343915344,0.45,0.818181818182,,,95.48,0.890754734583,16.59,1.08219178082,37.84,1.10610932476,25.72,1.11005610703,100.0,,,6.917,1.02352767091,1.0,20.57,0.985153256705,104.0,0.945454545455,,,37.32,0.997327632282,100.0,1.0,52.27,1.00674114022,31.5,1.05846774194,56.63,100.0,1.0,1.01651409083,43.37,0.979227816663,,,524.0,0.932384341637,,
PETS,7.36,0.834467120181,2.25,1.1421319797,2.97,1.13793103448,3.08,3.08,1.1119133574,1.1119133574,,,3.41,1.10355987055,66.74,1.0089191232,0.02,0.0740740740741,,,-0.0,0.0,43.18,0.939103958243,67.07,1.18498233216,9.17,1.17564102564,78.88,1.12669618626,2.51,1.04149377593,,,,,0.66,1.1,12.17,1.01501251043,,,0.9,1.04651162791,1.12,1.12,0.982456140351,0.982456140351,135.61,1.40747275558,629.0,,,,,,0.45,0.326086956522,13.0,1.0,0.75,1.01351351351,5.77,1.03776978417,33.26,33.3,0.982300884956,0.982570162482,1.1,0.932203389831,,,45.58,4.63,0.8886756238,1.05558128763,1.22316513237,1.04029694735,11.874264619,,,18.0,1.05882352941,0.08,0.615384615385,7.7,1.02257636122,1.67,0.573883161512,163.0,,,,14.0,1.07692307692,,,28.0,1.03703703704,12.09,12.1,1.01680672269,1.02025316456,0.37,3.67,0.76617954071,2.55,,0.08,0.347826086957,,,0.770833333333,14.32,0.904611497157,71.1,0.97131147541,4.4,1.12820512821,,,145.55,0.961805326109,23.72,1.13492822967,26.78,1.13234672304,26.78,1.14542343884,100.0,,,233.0,1.02192982456,1.0,20.79,0.966078066914,20.0,1.0,,,36.72,0.988691437803,100.0,1.0,94.68,0.98717547701,10.33,0.840520748576,10.41,100.0,1.0,0.831469648562,89.59,1.02411979881,,,66.0,1.08196721311,,
PFBC,,,0.32,0.8,0.07,1.16666666667,0.03,0.03,0.75,0.75,,,16.93,1.12267904509,,,0.59,0.746835443038,,,-0.0,0.0,10.48,0.818110850898,,,,,,,,,0.09,0.9,,,0.2,,54.75,1.11280487805,,,1.78,1.25352112676,8.74,8.74,1.02222222222,1.02222222222,17.89,1.20067114094,,,,,,,3.14,1.77401129944,42.0,1.27272727273,1.72,1.01176470588,56.83,1.1147508827,,,,,,,,,,,,,1.33287374843,1.28539025005,25.0209973636,,,25.0,1.31578947368,-4.49,0.883858267717,32.56,1.09703504043,0.2,0.833333333333,,,,,43.0,1.30303030303,,,41.0,1.32258064516,54.75,54.7,1.11178861789,1.11280487805,14.45,,,,,,,,,0.805462653289,,,5.8,,,,,,,,1.27,1.11403508772,10.99,1.14122533749,,,100.0,,,75.0,1.171875,1.0,26.31,0.947084233261,14.0,1.07692307692,,,39.79,1.01947220087,100.0,1.0,,,,,88.56,100.0,1.0,1.00294450736,11.44,0.977777777778,,,,,,
PFBI,,,0.26,0.928571428571,0.03,1.0,0.05,0.05,1.0,1.0,,,15.99,1.04578155657,,,2.51,0.404838709677,,,-1.0,0.333333333333,5.62,0.965635738832,,,,,,,,,0.08,0.8,,,0.45,1.125,36.72,0.915254237288,,,1.33,0.985185185185,8.59,8.59,1.05398773006,1.05398773006,2.83,0.927868852459,,,,,,,1.59,1.02580645161,17.0,1.30769230769,1.3,1.3,30.96,1.19767891683,,,,,2.94,1.01030927835,,,,,,,1.01513399201,1.16958220394,14.4393495,,,13.0,1.0,-0.96,-1.31506849315,22.68,0.92798690671,1.71,1.05555555556,,,,,19.0,1.1875,,,20.0,0.952380952381,36.72,36.7,0.915211970075,0.915254237288,19.62,,,,,,,,,0.898351648352,,,31.1,0.996794871795,,,,,,,1.07,0.946902654867,8.94,0.951063829787,,,100.0,,,55.0,1.07843137255,1.0,42.69,1.10110910498,9.0,1.0,,,35.29,0.983556298774,100.0,1.0,,,,,88.36,100.0,1.0,1.01985226223,11.64,0.87125748503,,,,,,
PFBX,,,0.32,0.941176470588,,,0.04,0.04,1.0,1.0,,,19.98,1.00200601805,,,1.0,0.387596899225,,,-0.0,0.0,3.52,0.739495798319,,,,,,,,,0.41,0.525641025641,,,0.1,,-17.99,2.13912009512,,,-1.95,19.5,7.04,7.04,0.915474642393,0.915474642393,1.2,0.952380952381,,,,,,,1.72,1.30303030303,6.0,0.666666666667,-0.63,0.0392034847542,21.38,0.80557648832,,,,,,,,,,,,,0.704202567259,1.00303763439,12.925,,,-10.0,10.0,-25.24,0.850977747808,-34.1,20.6666666667,3.56,1.07228915663,,,,,7.0,0.777777777778,,,-5.0,1.66666666667,-17.99,-18.0,2.14285714286,2.13912009512,30.8,,,,,,,,,1.23397435897,,,,,,,,,,,-1.4,20.0,-10.31,20.2156862745,,,100.0,,,29.0,0.878787878788,1.0,61.96,1.15188696784,5.0,1.0,,,,,100.0,1.0,,,,,85.8,100.0,1.0,0.986320266697,14.2,1.09146810146,,,,,,
PFE,2.03,1.07978723404,5.12,0.941176470588,1.05,1.00961538462,0.29,0.29,1.0,1.0,,,12.39,1.01724137931,19.31,1.03928955867,3.19,1.12323943662,,,-1.583,1.08054607509,21.34,1.13329792884,164.55,0.884677419355,2.67,1.10788381743,225.41,0.894981338839,66.32,0.862418725618,0.44,1.1,,,1.04,1.08333333333,24.67,0.80964883492,,,1.42,0.445141065831,2.38,2.38,1.05309734513,1.05309734513,4.11,1.0703125,-6.14,-1.68681318681,,,,,2.41,1.07589285714,15.3,0.938650306748,1.67,2.25675675676,30.84,0.975949367089,80.69,80.7,0.9914004914,0.991034143945,45.63,0.958814877075,10.0,0.825763831544,3.35,1.62,1.11724137931,0.935754189944,1.06568783085,1.06037591001,29.1049335909,,,9.135,0.415170658547,-2.03,-1.97087378641,18.42,0.431887456038,6.95,0.965277777778,-4.96,-1.18944844125,,,16.883,0.950351815367,,,13.249,0.872563224447,26.71,26.7,0.908163265306,0.907269021739,8.65,4.28,0.886128364389,13.34,1.06464485235,26.47,1.08572600492,6.34,0.937869822485,0.771632471008,127.18,0.890928196147,63.0,1.01123595506,2.07,1.15642458101,16.92,1.30656370656,5.5,1.15789473684,5.35,0.434959349593,12.38,0.44309234073,8.91,0.453435114504,100.0,,,49.605,0.961635390819,1.0,28.42,1.02120014373,6.424,0.931689630167,3.04,0.868571428571,25.49,0.930291970803,100.0,1.0,34.09,1.04314565483,12.78,0.941089837997,57.88,100.0,1.0,1.03988501617,42.12,0.949932341001,,,36.071,1.09711661293,,
PFG,0.01,,0.55,0.916666666667,,,0.05,0.05,1.0,1.0,,,35.1,1.11676741966,,,1.3,2.03125,,,-136.0,2.30508474576,0.85,0.745614035088,,,,,,,,,0.25,0.925925925926,,,1.28,1.30612244898,14.27,1.17933884298,,,3.65,1.23728813559,21.51,21.51,1.00046511628,1.00046511628,19.21,0.997922077922,,,,,,,9.59,1.37195994278,2.967,1.37234042553,2.59,1.09282700422,28.32,1.21701761925,,,,,1.06,0.861788617886,,,,,,,0.91810207657,1.09657135813,49.0869788636,,,1.144,0.00125301204819,,,10.6,1.11932418163,0.27,1.125,,,,,3.103,1.39711841513,,,1.495,1.33007117438,14.27,14.3,1.18181818182,1.17933884298,51.62,,,,,,,,,0.984175405148,,,34.0,1.05919003115,,,,,,,0.52,1.08333333333,11.18,1.23535911602,,,100.0,,,10.478,1.12787944026,1.0,34.11,0.962200282087,298.0,1.0,0.01,0.142857142857,21.31,1.2745215311,100.0,1.0,,,,,95.35,100.0,1.0,1.0,4.65,1.0,,,,,,
PFIN,4.32,0.764601769912,13.06,0.795856185253,7.5,1.13464447806,1.18,1.18,0.842857142857,0.842857142857,,,11.57,1.13320274241,63.51,0.991259559856,1.43,1.57142857143,,,-1.0,1.0,1.38,1.76923076923,202.04,1.09941775045,1.59,0.341935483871,181.18,1.02838006584,44.48,1.20281233099,0.16,0.888888888889,,,,,5.03,0.831404958678,,,0.54,0.650602409639,1.83,1.83,1.33576642336,1.33576642336,7.21,1.01122019635,199.88,1.66663887268,,,,,1.12,2.3829787234,8.0,2.66666666667,3.67,4.64556962025,10.19,3.04179104478,36.49,36.5,1.01671309192,1.0155858614,33.41,2.67493995196,7.99,,33.3,2.01,0.971014492754,0.771726535342,1.11642267972,1.21254380913,7.44021113636,,,2.0,0.666666666667,-0.72,1.125,2.77,0.653301886792,14.49,0.754294638209,168.85,-65.4457364341,,,9.0,3.0,,,4.0,0.8,5.75,5.8,0.865671641791,0.858208955224,,3.64,0.970666666667,0.7,0.166666666667,4.06,8.28571428571,,,,23.61,0.803334467506,,,0.45,0.36,,,8.21,0.831813576494,3.29,0.552941176471,5.28,0.604118993135,4.51,0.644285714286,100.0,,,75.0,0.986842105263,1.0,30.74,1.0512995896,4.0,1.0,20.5,13.3116883117,44.93,1.50016694491,100.0,1.0,51.39,0.801841160868,32.33,2.34275362319,45.27,100.0,1.0,1.66067498166,54.73,0.75240582898,,,14.0,0.518518518519,,
PFS,,,0.3,0.967741935484,,,0.04,0.04,1.0,1.0,,,17.4,1.0463018641,,,5.19,1.7593220339,,,-15.0,1.875,1.22,0.903703703704,,,,,,,,,1.32,1.10924369748,,,0.6,1.07142857143,37.64,0.924588553181,,,1.22,0.991869918699,7.45,7.45,1.00539811066,1.00539811066,3.51,0.895408163265,,,,,,,1.15,0.657142857143,82.0,0.891304347826,1.11,0.853846153846,29.23,0.829219858156,,,,,4.74,0.995798319328,,,,,,,1.17963962161,0.964743567751,16.4756399545,,,74.0,1.04225352113,-1.66,0.78672985782,26.29,0.969752858724,1.09,1.22471910112,-301.0,0.366180048662,,,96.0,0.969696969697,,,105.0,0.990566037736,37.64,37.6,0.923832923833,0.924588553181,19.44,,,,,,,,,1.0842163971,,,50.8,1.14932126697,,,,,,,0.92,0.958333333333,6.83,0.964689265537,,,100.0,,,280.0,1.07692307692,1.0,41.26,1.05121019108,61.0,1.0701754386,,,30.15,0.902694610778,100.0,1.0,,,,,86.58,100.0,1.0,1.00092485549,13.42,0.994074074074,,,,,,
PFSW,27.6,1.06893880713,46.01,1.00348964013,20.23,1.06642066421,1.81,1.81,0.994505494505,0.994505494505,,,2.15,0.926724137931,82.27,0.993599033816,2.2,0.666666666667,,,-5.0,0.625,12.88,0.758539458186,41.21,0.944317140238,1.21,0.896296296296,22.18,0.626199887069,84.52,1.10816834929,0.1,1.42857142857,,,,,-1.89,0.851351351351,,,-0.28,0.717948717949,3.51,3.51,1.0866873065,1.0866873065,9.19,1.04789053592,,,,,,,0.4,1.66666666667,8.0,-8.0,-1.71,-9.0,3.2,-6.8085106383,17.73,17.7,1.02906976744,1.03081395349,7.49,,,,7.48,16.45,1.59553831232,0.697110904007,1.13015846814,1.28553023145,11.0145454545,,,-5.0,0.833333333333,-0.33,1.17857142857,-1.87,0.766393442623,18.9,0.91792132103,95.42,-1.25371173302,,,13.0,1.85714285714,,,-4.0,0.8,-1.56,-1.6,0.842105263158,0.80829015544,,5.42,1.47683923706,1.82,0.834862385321,12.35,1.04838709677,11.33,0.911504424779,,65.49,0.962380602498,,,1.0,0.909090909091,,,4.32,0.901878914405,-3.39,0.763513513514,-11.42,0.668618266979,-8.98,0.778837814397,100.0,,,247.0,1.02066115702,1.0,19.29,1.0078369906,17.0,1.13333333333,,,,,100.0,1.0,71.8,0.929810929811,59.16,1.03390422929,71.51,100.0,1.0,1.03637681159,28.49,0.919032258065,,,18.0,0.692307692308,,
PG,5.86,0.930158730159,4.43,0.948608137045,3.96,1.06738544474,0.59,0.59,0.951612903226,0.951612903226,,,25.15,1.04313562837,52.46,1.05088141026,5.17,1.034,,,-3.848,0.960079840319,7.41,1.73536299766,12.99,0.922585227273,0.94,1.175,58.75,1.00204673375,28.33,1.03887055372,0.29,1.0,,,2.45,1.06986899563,18.16,1.02598870056,,,4.01,1.03886010363,2.12,2.12,1.01923076923,1.01923076923,3.78,0.945,-6.95,-0.41917973462,,,,,3.31,0.904371584699,10.11,0.930510814542,0.87,0.90625,13.59,1.00221238938,47.54,47.5,0.948103792415,0.94928115016,58.6,0.940609951846,21.99,0.945806451613,4.69,6.21,0.996789727127,0.945564516129,1.023335865,1.06015332792,72.9668081429,,,11.643,1.02926096181,-0.54,-1.2,13.71,1.04258555133,15.46,0.993573264781,-6.15,-0.514214046823,,,13.958,0.938479123243,,,13.91,1.00673083882,18.7,18.7,1.08720930233,1.08405797101,,5.4,1.6265060241,4.02,0.817073170732,14.91,0.941882501579,2.24,1.09268292683,,74.09,1.03160679476,64.0,1.13074204947,0.51,1.24390243902,,,12.88,0.961911874533,8.03,0.98527607362,16.87,0.984247374562,11.75,0.971877584781,100.0,,,74.401,0.928665934395,1.0,28.85,0.88906009245,2.904,0.991126279863,10.82,1.21164613662,21.35,0.921052631579,100.0,1.0,21.92,1.27219965177,23.38,1.08391284191,52.02,100.0,1.0,1.0174066106,47.98,0.981788418253,,,-2.109,0.348767984124,,
PGC,,,0.2,0.952380952381,,,0.03,0.03,0.75,0.75,,,12.41,1.15764925373,,,4.44,1.2795389049,,,-4.0,1.33333333333,1.15,0.64606741573,,,,,,,,,0.61,1.27083333333,,,0.2,1.0,27.38,1.36083499006,,,1.22,1.20792079208,11.15,11.15,0.967042497832,0.967042497832,2.9,1.16465863454,,,,,,,1.92,0.498701298701,23.0,0.766666666667,1.57,0.481595092025,26.29,0.639659367397,,,,,,,,,,,,,1.21330040206,0.981619728995,17.5526963182,,,15.0,1.66666666667,-5.5,1.17773019272,16.79,1.33042789223,1.19,0.809523809524,,,,,27.0,0.818181818182,,,24.0,1.6,27.38,27.4,1.3631840796,1.36083499006,20.27,,,,,,,,,0.816351188079,,,17.4,0.766519823789,,,,,,,0.64,1.25490196078,7.21,1.13902053712,,,100.0,,,89.0,1.21917808219,1.0,46.85,0.929932512902,12.0,1.33333333333,,,38.69,1.03810034881,100.0,1.0,,,,,91.04,100.0,1.0,0.996933858958,8.96,1.03225806452,,,,,,
PGNX,0.65,0.942028985507,0.07,0.0278884462151,3.43,0.726694915254,0.32,0.32,4.0,4.0,,,1.95,1.36363636364,,,1.61,0.925287356322,,,-1.0,inf,74.08,1.28834782609,,,18.24,1.70946579194,,,12.29,0.0539366277539,,,,,,,7.71,-0.0141182933529,,,0.06,-0.0789473684211,1.29,1.29,0.889655172414,0.889655172414,17.88,6.59778597786,,,,,,,-0.42,0.65625,13.0,-0.361111111111,2.95,3.47058823529,29.32,-0.063600867679,100.0,100.0,1.0,1.0,22.6,0.662368112544,,,,,,,0.853272276283,1.47082694843,7.14681818182,,,4.0,-0.093023255814,0.11,0.186440677966,9.94,-0.0183567563575,1.58,0.748815165877,,,,,14.0,-0.388888888889,,,3.0,-0.0697674418605,7.59,7.6,-0.0139015913664,-0.013883807712,-6.93,1.56,0.917647058824,0.1,0.0485436893204,18.28,0.723673792557,0.07,0.184210526316,-0.75737704918,937.04,3.13496152559,,,17.86,1.72227579556,64.43,0.146478424953,29.7,18.5625,3.2,-0.0717327953374,4.33,-0.0740170940171,4.29,-0.0732581967213,100.0,,,44.0,5.5,1.0,34.9,0.176556887742,68.0,1.21428571429,,,,,100.0,1.0,75.71,1.22686760655,4.15,0.716753022453,22.43,100.0,1.0,0.722383252818,77.57,1.12501812908,,,115.0,1.796875,,
PGR,1.57,0.430136986301,13.72,1.01179941003,,,0.77,0.77,1.0,1.0,,,11.8,1.0350877193,,,0.56,0.727272727273,,,-108.0,0.771428571429,8.75,1.58514492754,,,,,,,,,0.31,1.03333333333,,,0.49,1.75,9.84,1.03907074974,,,2.15,1.11398963731,3.72,3.72,0.944162436548,0.944162436548,20.18,1.05213764338,-807.0,,,,,,2.85,1.0594795539,1.618,0.919318181818,1.26,0.834437086093,8.34,0.861570247934,,,,,,,,,,,,,1.19741218086,1.05686625222,24.9320746364,,,1.281,1.09957081545,,,6.61,1.03120124805,3.73,0.946700507614,-917.0,,,,1.725,0.907894736842,,,1.907,1.10872093023,9.84,9.8,1.03157894737,1.03907074974,89.9,,,,,,,,,0.995349867139,,,24.3,1.56774193548,,,,,,,5.1,1.0303030303,19.53,1.02197802198,,,100.0,,,19.391,1.06713994827,1.0,0.26,1.2380952381,594.0,0.983443708609,,,32.84,1.01861042184,100.0,1.0,,,,,73.13,100.0,1.0,0.979769560557,26.87,1.05954258675,,,,,,
PGTI,1.73,0.70612244898,8.14,0.612490594432,3.82,0.584992343032,1.31,1.31,0.813664596273,0.813664596273,,,1.51,1.64130434783,69.71,1.0481130657,6.3,2.0,,,-19.0,2.375,13.62,0.70643153527,47.71,1.08505799409,5.15,1.47142857143,28.09,1.00285612281,27.52,1.03653483992,2.59,1.7619047619,,,,,8.51,0.868367346939,,,0.33,0.647058823529,4.21,4.21,1.3197492163,1.3197492163,5.83,1.04107142857,-83.78,13.3833865815,,,,,0.19,0.59375,3.0,0.166666666667,0.18,0.264705882353,0.96,0.126315789474,30.29,30.3,0.90447761194,0.90444908928,47.89,1.92949234488,6.42,0.843626806833,6.41,12.99,0.996930161167,0.777912621359,1.25079317866,0.920811578073,9.16909090909,,,16.0,0.592592592593,-3.37,1.88268156425,5.35,0.477252453167,19.53,0.693290734824,-13.53,-1.23336371923,,,22.0,0.846153846154,,,36.0,1.28571428571,11.89,11.9,1.02586206897,1.02588438309,,3.73,0.781970649895,0.68,0.475524475524,8.56,0.906779661017,,,,7.89,0.745042492918,,,3.51,1.404,,,13.27,0.965090909091,7.01,0.389444444444,26.66,0.612732705125,9.85,0.392899880335,100.0,,,306.0,1.28033472803,1.0,18.4,0.806663743972,50.0,0.961538461538,0.63,0.201923076923,37.1,,100.0,1.0,31.9,0.699868363317,6.19,0.475057559478,76.27,100.0,1.0,1.11067423911,23.73,0.757421002234,,,80.0,1.56862745098,,
PGV,1.57,0.430136986301,13.72,1.01179941003,,,0.77,0.77,1.0,1.0,,,9.71,1.1712907117,,,0.56,0.727272727273,,,-108.0,0.771428571429,8.75,1.58514492754,,,,,,,,,0.31,1.03333333333,,,0.49,1.75,9.84,1.03907074974,,,2.15,1.11398963731,3.72,3.72,0.944162436548,0.944162436548,20.18,1.05213764338,-807.0,,,,,,2.34,1.19387755102,1.618,0.919318181818,1.26,0.834437086093,8.34,0.861570247934,,,,,,,,,,,,,1.46573323508,0.200680272109,0.059,,,1.281,1.09957081545,,,6.61,1.03120124805,3.73,0.946700507614,-917.0,,,,1.725,0.907894736842,,,1.907,1.10872093023,9.84,9.8,1.03157894737,1.03907074974,89.9,,,,,,,,,0.995349867139,,,24.3,1.56774193548,,,,,,,5.1,1.0303030303,19.53,1.02197802198,,,100.0,,,19.391,1.06713994827,1.0,0.26,1.2380952381,594.0,0.983443708609,,,32.84,1.01861042184,100.0,1.0,,,,,73.13,100.0,1.0,0.979769560557,26.87,1.05954258675,,,,,,
PH,9.43,1.02277657267,16.92,1.02857142857,7.24,1.01542776999,1.02,1.02,0.927272727273,0.927272727273,,,43.32,1.1956941761,77.09,0.994709677419,1.64,0.803921568627,,,-216.0,0.812030075188,16.48,1.16056338028,57.19,0.976938845234,1.87,1.19108280255,49.24,0.97951064253,51.08,1.00551181102,0.23,0.884615384615,,,1.86,1.09411764706,11.78,1.16981132075,,,6.87,1.09744408946,1.99,1.99,0.908675799087,0.908675799087,7.28,0.986449864499,26.65,-0.904309467255,,,,,7.15,1.12954186414,1.172,0.00126702702703,1.13,1.15306122449,8.86,1.24613220816,22.91,22.9,1.01777777778,1.01822222222,32.84,0.912475687691,19.85,1.29569190601,10.33,7.41,1.02066115702,0.940801457195,0.954805715797,1.33305544557,119.862951524,,,1.041,0.00109810126582,1.23,-2.5625,7.88,1.08093278464,13.74,0.952843273232,16.54,-0.745716862038,,,1.388,1.16540722082,,,1.394,1.01455604076,10.55,10.5,0.990566037736,0.999053030303,,2.0,0.80971659919,7.67,1.3996350365,13.97,0.981039325843,,,,43.13,1.01410768869,27.4,1.06201550388,1.36,1.24770642202,,,7.15,0.995821727019,8.07,1.00875,16.79,0.941143497758,12.49,0.934880239521,100.0,,,13.216,1.01536570375,1.0,12.36,1.03430962343,151.0,0.993421052632,6.15,0.578007518797,33.1,1.19797321752,100.0,1.0,45.74,1.03695307187,24.5,0.872817955112,49.83,100.0,1.0,0.918694690265,50.17,1.09637237762,,,2.819,1.40179015415,,
PHH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.655398907229,0.995042473961,23.5990908636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHM,3.16,1.36206896552,,,11.51,0.912767644726,0.67,0.67,0.917808219178,0.917808219178,,,12.75,1.08234295416,72.9,0.918598790323,0.84,1.64705882353,,,-49.0,1.68965517241,15.09,0.83416252073,,,3.16,1.07849829352,344.2,1.03762209092,,,0.41,0.872340425532,,,0.23,1.53333333333,11.85,1.27556512379,,,1.26,0.1875,1.78,1.78,0.946808510638,0.946808510638,90.78,0.777092963534,-69.44,-4.88669950739,,,,,1.25,0.555555555556,260.0,0.305164319249,0.55,1.66666666667,4.47,0.29780146569,27.1,27.1,1.31553398058,1.31298449612,1.44,0.923076923077,813.44,1.0958077379,51.25,1.06,0.963636363636,1.12513721186,0.882562369958,1.13153708248,20.2056359545,,,474.0,180.916030534,-0.24,0.216216216216,8.09,0.175373943204,0.88,1.44262295082,-64.9,-4.07663316583,,,309.0,0.350737797957,,,703.0,1.18950930626,12.08,12.1,1.16346153846,1.16153846154,0.22,0.19,0.228915662651,31.15,0.933752997602,,,4.9,1.04033970276,0.95652173913,19.46,1.26117952041,16.0,10.0,0.71,0.865853658537,,,,,5.45,0.160861865407,9.97,0.130105702727,6.82,0.149956024626,100.0,,,5.822,1.025,1.0,14.79,1.47752247752,374.0,0.966408268734,0.94,,31.23,,100.0,1.0,66.53,1.03179280397,21.07,0.957727272727,43.93,100.0,1.0,0.939277314518,56.07,1.05335337216,,,3.896,1.05013477089,,
