Stock,Accounts Payable,Accounts Payable YOY,Accounts Receivable,Accounts Receivable YOY,Accrued Liabilities,Accrued Liabilities YOY,Asset Turnover,Asset Turnover (Average),Asset Turnover (Average) YOY,Asset Turnover YOY,Book Value Per Share * HKD,Book Value Per Share * HKD YOY,Book Value Per Share * USD,Book Value Per Share * USD YOY,COGS,COGS YOY,Cap Ex as a % of Sales,Cap Ex as a % of Sales YOY,Cap Spending HKD Mil,Cap Spending HKD Mil YOY,Cap Spending USD Mil,Cap Spending USD Mil YOY,Cash & Short-Term Investments,Cash & Short-Term Investments YOY,Cash Conversion Cycle,Cash Conversion Cycle YOY,Current Ratio,Current Ratio YOY,Days Inventory,Days Inventory YOY,Days Sales Outstanding,Days Sales Outstanding YOY,Debt/Equity,Debt/Equity YOY,Dividends HKD,Dividends HKD YOY,Dividends USD,Dividends USD YOY,EBT Margin,EBT Margin YOY,Earnings Per Share HKD,Earnings Per Share HKD YOY,Earnings Per Share USD,Earnings Per Share USD YOY,Financial Leverage,Financial Leverage (Average),Financial Leverage (Average) YOY,Financial Leverage YOY,Fixed Assets Turnover,Fixed Assets Turnover YOY,Free Cash Flow Growth % YOY,Free Cash Flow Growth % YOY YOY,Free Cash Flow HKD Mil,Free Cash Flow HKD Mil YOY,Free Cash Flow Per Share * HKD,Free Cash Flow Per Share * HKD YOY,Free Cash Flow Per Share * USD,Free Cash Flow Per Share * USD YOY,Free Cash Flow USD Mil,Free Cash Flow USD Mil YOY,Free Cash Flow/Net Income,Free Cash Flow/Net Income YOY,Free Cash Flow/Sales %,Free Cash Flow/Sales % YOY,Gross Margin,Gross Margin %,Gross Margin % YOY,Gross Margin YOY,Intangibles,Intangibles YOY,Interest Coverage,Interest Coverage YOY,Inventory,Inventory Turnover,Inventory Turnover YOY,Inventory YOY,Mean Future Fractional Price Change,Mean Past Fractional Price Change,Mean Price,Net Income HKD Mil,Net Income HKD Mil YOY,Net Income USD Mil,Net Income USD Mil YOY,Net Int Inc & Other,Net Int Inc & Other YOY,Net Margin %,Net Margin % YOY,Net PP&E,Net PP&E YOY,Operating Cash Flow Growth % YOY,Operating Cash Flow Growth % YOY YOY,Operating Cash Flow HKD Mil,Operating Cash Flow HKD Mil YOY,Operating Cash Flow USD Mil,Operating Cash Flow USD Mil YOY,Operating Income HKD Mil,Operating Income HKD Mil YOY,Operating Income USD Mil,Operating Income USD Mil YOY,Operating Margin,Operating Margin %,Operating Margin % YOY,Operating Margin YOY,Other,Other Current Assets,Other Current Assets YOY,Other Long-Term Assets,Other Long-Term Assets YOY,Other Long-Term Liabilities,Other Long-Term Liabilities YOY,Other Short-Term Liabilities,Other Short-Term Liabilities YOY,Other YOY,Payables Period,Payables Period YOY,Payout Ratio % *,Payout Ratio % * YOY,Quick Ratio,Quick Ratio YOY,R&D,R&D YOY,Receivables Turnover,Receivables Turnover YOY,Return on Assets %,Return on Assets % YOY,Return on Equity %,Return on Equity % YOY,Return on Invested Capital %,Return on Invested Capital % YOY,Revenue,Revenue HKD Mil,Revenue HKD Mil YOY,Revenue USD Mil,Revenue USD Mil YOY,Revenue YOY,SG&A,SG&A YOY,Shares Mil,Shares Mil YOY,Short-Term Debt,Short-Term Debt YOY,Tax Rate %,Tax Rate % YOY,Total Assets,Total Assets YOY,Total Current Assets,Total Current Assets YOY,Total Current Liabilities,Total Current Liabilities YOY,Total Liabilities,Total Liabilities & Equity,Total Liabilities & Equity YOY,Total Liabilities YOY,Total Stockholders' Equity,Total Stockholders' Equity YOY,Working Capital HKD Mil,Working Capital HKD Mil YOY,Working Capital USD Mil,Working Capital USD Mil YOY,index,index YOY
PHX,2.85,0.500878734622,6.83,0.73599137931,0.52,0.764705882353,0.42,0.42,0.954545454545,0.954545454545,,,6.67,1.21937842779,19.67,0.903122130395,144.44,3.29696416343,,,-122.0,4.35714285714,0.21,0.10824742268,,,2.05,1.18497109827,,,64.75,1.01092896175,0.65,7.22222222222,,,0.16,1.14285714286,43.62,1.32583586626,,,1.49,1.77380952381,2.07,2.07,1.33548387097,1.33548387097,0.48,0.96,,,,,,,-4.19,34.9166666667,-69.0,-6.9,-2.77,-3.9014084507,-82.1,-5.23931078494,80.33,80.3,1.02685421995,1.02697519816,,,80.65,,,,,,0.559482385524,2.12104637585,30.005295381,,,25.0,1.78571428571,-1.86,-4.53658536585,29.62,1.33423423423,91.26,1.05466312262,,,,,53.0,1.43243243243,,,38.0,1.9,45.48,45.5,1.4,1.39981532779,26.04,0.81,0.987804878049,0.89,0.622377622378,16.22,0.713280562885,0.24,2.66666666667,0.74591807505,169.72,0.85790830511,12.1,0.436823104693,1.84,1.14285714286,,,5.64,0.989473684211,12.68,1.2860040568,23.27,1.49646302251,16.81,1.2198838897,100.0,,,84.0,1.33333333333,1.0,8.81,0.814232902033,17.0,1.0,,,32.1,0.986781432524,100.0,1.0,7.85,0.651993355482,3.83,0.54949784792,51.68,100.0,1.0,1.46402266289,48.32,0.746831530139,,,10.0,1.25,,
PICO,,,,,,,0.45,0.45,0.9375,0.9375,,,19.78,0.938775510204,,,6.06,2.05423728814,,,-12.0,2.4,7.83,0.432596685083,,,,,,,,,0.52,1.79310344828,,,,,-24.4,18.0740740741,,,-2.3,2.34693877551,1.89,1.89,1.17391304348,1.17391304348,2.9,1.05839416058,,,,,,,-4.29,1.67578125,-160.0,2.53968253968,3.05,1.07394366197,-82.99,2.10048089091,,,,,15.74,0.960927960928,,,,,,,0.55556112992,0.77643710317,18.1249999545,,,-52.0,2.36363636364,,,-14.77,2.2828438949,15.04,0.928968499074,,,,,-148.0,2.50847457627,,,-47.0,23.5,-24.4,-24.4,17.4285714286,18.0740740741,-115.9,-7.83,0.432596685083,-30.78,0.945331695332,-27.29,1.52118171683,,,1.18108631407,,,,,,,,,,,-6.69,2.14423076923,-11.67,2.47770700637,,,100.0,,,192.0,1.2,1.0,115.9,1.18108631407,23.0,1.0,,,,,100.0,1.0,,,,,47.11,100.0,1.0,1.24006317452,52.89,0.852926947267,,,,,,
PII,16.55,1.17209631728,10.0,0.849617672048,23.78,0.805555555556,2.38,2.38,1.0,1.0,,,12.41,0.873943661972,70.55,1.00327076223,4.58,0.687687687688,,,-205.0,0.816733067729,6.63,1.21206581353,39.15,0.997960744328,1.29,1.11206896552,56.8,1.0835558947,15.93,1.07780784844,0.26,0.490566037736,,,1.92,1.14285714286,15.61,1.02629848784,,,6.65,1.24299065421,2.41,2.41,0.765079365079,0.765079365079,8.87,0.832082551595,34.61,-1.50086730269,,,,,4.18,0.947845804989,324.0,1.34439834025,0.71,1.109375,7.24,1.13479623824,29.45,29.4,0.989898989899,0.992250673854,10.79,0.791636096845,63.22,0.67614973262,27.26,6.43,0.923850574713,1.09919354839,0.627520345056,1.08769802009,143.576575182,,,454.0,1.20424403183,-0.34,3.77777777778,10.14,1.01501501502,26.77,0.991114402073,7.52,0.410928961749,,,529.0,1.07520325203,,,715.0,1.23702422145,15.95,16.0,1.04575163399,1.04248366013,-1.38,8.95,0.960300429185,9.59,1.19875,7.85,1.09027777778,0.12,0.631578947368,1.13114754098,33.58,1.20057204147,29.8,0.928348909657,0.41,1.05128205128,3.31,0.89701897019,22.91,0.927906034832,24.15,1.01513240858,65.01,1.05638609035,48.29,1.02613684658,100.0,,,4.48,1.18612655547,1.0,11.56,0.970612930311,68.0,0.957746478873,,,35.08,1.0421865716,100.0,1.0,52.85,1.02901090343,41.0,0.923839567373,58.49,100.0,1.0,0.857373204339,41.51,1.30616740088,,,246.0,2.08474576271,,
PIP,1.78,0.270516717325,1.86,0.0879017013233,5.44,0.292945611201,0.52,0.52,0.577777777778,0.577777777778,,,0.28,1.27272727273,,,0.91,1.93617021277,,,-0.0,,84.83,1.38724448078,,,7.46,3.5355450237,,,27.54,0.700406917599,,,,,,,-97.09,1.49208544644,,,-0.17,0.739130434783,1.2,1.2,0.512820512821,0.512820512821,28.63,0.695240407965,,,,,,,-0.21,3.5,-9.0,1.28571428571,0.86,1.38709677419,-84.06,2.07606816498,100.0,100.0,1.0,1.0,10.69,0.780291970803,,,,,,,0.95782788589,0.911080420999,0.203809818182,,,-10.0,0.833333333333,2.92,-0.640350877193,-97.7,1.49342708652,1.48,0.657777777778,,,,,-8.0,1.14285714286,,,-10.0,0.909090909091,-100.01,-100.0,1.65289256198,1.65278466369,1.47,0.91,0.674074074074,0.24,0.631578947368,5.11,0.384499623777,1.13,0.491304347826,1.44117647059,,,,,7.38,3.54807692308,91.46,1.07146204311,13.25,1.42780172414,-50.9,0.866088140208,-77.75,0.630626977046,-68.24,0.769942457407,100.0,,,10.0,0.555555555556,1.0,107.08,1.4444894105,58.0,1.13725490196,3.39,0.277868852459,,,100.0,1.0,87.59,1.04697585465,11.75,0.296343001261,16.85,100.0,1.0,0.29458041958,83.15,1.94275700935,,,17.0,2.125,,
PIR,10.48,1.5299270073,3.06,1.17692307692,5.76,0.811267605634,2.13,2.13,1.04926108374,1.04926108374,,,4.86,1.06113537118,57.28,1.01524282169,4.48,0.951167728238,,,-80.0,1.0,15.77,0.583857830433,109.9,1.00246282952,2.17,0.815789473684,130.48,1.0134368932,4.83,1.16949152542,0.02,1.0,,,0.21,1.23529411765,9.75,0.826972010178,,,1.01,0.841666666667,1.79,1.79,1.11875,1.11875,10.61,0.79120059657,,,,,,,1.14,4.07142857143,79.0,1.79545454545,0.73,2.14705882353,4.41,1.72265625,42.72,42.7,0.979357798165,0.980266177145,,,68.9,0.253756629346,46.99,2.8,0.989399293286,1.13119884449,0.751114523655,0.85917378589,17.1073675263,,,108.0,0.837209302326,-0.05,-0.416666666667,6.07,0.799736495389,22.82,1.29880478088,,,,,159.0,1.28225806452,,,176.0,0.884422110553,9.8,9.8,0.837606837607,0.839760068552,2.17,5.92,1.03496503497,5.45,0.980215827338,9.8,1.34430727023,11.73,1.24654622742,1.19230769231,25.42,1.09333333333,16.8,2.27027027027,0.57,0.558823529412,,,75.51,0.854572204617,12.95,0.840909090909,21.8,0.867834394904,21.7,0.88897992626,100.0,,,1.791,1.0504398827,1.0,30.75,1.02193419741,106.0,0.981481481481,,,38.43,1.07949438202,100.0,1.0,71.74,0.933263952127,33.1,1.14335060449,44.07,100.0,1.0,1.1802356722,55.93,0.89259495691,,,311.0,0.756690997567,,
PJC,1.48,0.564885496183,7.8,1.30217028381,,,0.26,0.26,1.08333333333,1.08333333333,,,52.71,1.07177714518,,,1.14,1.09615384615,,,-7.0,1.4,0.6,0.112359550562,,,,,,,,,0.15,0.882352941176,,,,,17.02,1.18194444444,,,3.87,1.43333333333,3.2,3.2,1.01265822785,1.01265822785,37.81,1.12329174094,,,,,,,25.11,-1.37815587267,-57.0,-1.39024390244,-0.91,-1.0,-8.86,-1.13299232737,,,,,9.24,0.854764107308,,,,,,,0.711437915433,1.50117241209,57.3690904091,,,63.0,1.4,,,9.75,1.26131953428,0.69,0.985714285714,,,,,-50.0,-1.06382978723,,,110.0,1.44736842105,17.02,17.0,1.18055555556,1.18194444444,-68.58,-8.41,0.742932862191,-9.94,0.864347826087,-4.76,0.883116883117,-15.88,0.639548932743,0.985486420463,,,,,,,,,,,2.56,1.39130434783,8.13,1.47016274864,,,100.0,,,648.0,1.23428571429,1.0,68.58,0.985486420463,15.0,1.0,14.4,0.648648648649,32.62,1.20949202818,100.0,1.0,,,,,68.75,100.0,1.0,1.00644122383,31.25,0.986115493847,,,,,,
PKD,5.18,0.882453151618,18.52,1.10238095238,4.7,0.849909584087,0.63,0.63,1.0,1.0,,,5.37,1.04678362573,84.08,1.04149634584,18.53,1.04101123596,,,-180.0,1.15384615385,7.13,0.735810113519,83.88,1.23771580345,2.63,1.04780876494,20.1,1.10016420361,101.6,1.14362899595,0.91,0.91,,,,,5.01,0.829470198675,,,0.19,0.863636363636,2.3,2.3,0.946502057613,0.946502057613,1.1,1.04761904762,292.24,,,,,,-0.19,2.375,23.0,3.83333333333,0.98,4.45454545455,2.37,3.53731343284,15.92,15.9,0.823834196891,0.826154644525,,,2.1,1.0,3.15,18.16,0.908908908909,1.15808823529,0.739734391696,0.379650736004,2.97772727273,,,23.0,0.851851851852,-7.4,1.31672597865,2.42,0.783171521036,58.92,1.03787211555,25.37,-1.7061197041,,,202.0,1.25465838509,,,120.0,1.17647058824,12.41,12.4,1.05982905983,1.0652360515,-0.11,2.08,0.450216450216,10.19,1.0851970181,4.9,1.12128146453,0.28,,0.647058823529,37.82,0.961362480935,,,2.18,1.11224489796,,,3.59,0.873479318735,1.54,0.79381443299,3.62,0.819004524887,4.07,0.847916666667,100.0,,,969.0,1.10869565217,1.0,3.61,0.464010282776,123.0,1.01652892562,0.66,0.40490797546,49.6,1.0224695939,100.0,1.0,30.89,0.913094886196,11.75,0.87037037037,56.44,100.0,1.0,0.959211420802,43.56,1.0583090379,,,291.0,0.932692307692,,
PKE,1.62,0.925714285714,6.07,0.867142857143,1.36,0.834355828221,0.44,0.44,0.916666666667,0.916666666667,,,15.02,0.894047619048,70.98,0.994814295725,0.67,0.817073170732,,,-1.0,1.0,71.69,0.962928139691,75.7,1.0636504145,12.84,0.667706708268,41.55,0.997120230382,53.68,1.05007824726,0.47,2.76470588235,,,0.4,1.0,13.32,1.125,,,-2.03,-2.50617283951,1.88,1.88,1.52845528455,1.52845528455,5.36,1.07630522088,63.61,-1.82734846309,,,,,1.32,1.36082474227,29.0,1.61111111111,-0.69,-0.657142857143,17.65,1.74063116371,29.02,29.0,1.01045296167,1.01291448517,2.61,0.977528089888,29.9,,3.68,8.78,1.00228310502,1.05444126074,0.864357725269,1.19313002438,23.90263,,,-42.0,-2.47058823529,-0.18,-0.5,-25.54,-2.65764828304,7.87,0.90355912744,57.14,-1.48454143933,,,30.0,1.57894736842,,,22.0,1.1,13.5,13.5,1.17391304348,1.17595818815,0.33,1.1,0.611111111111,6.98,3.71276595745,15.46,53.3103448276,,,0.157142857143,19.53,0.903330249769,38.5,0.741811175337,12.1,0.670360110803,,,6.8,0.952380952381,-11.34,-2.45986984816,-16.92,-3.21062618596,-12.64,-2.78414096916,100.0,,,166.0,0.943181818182,1.0,15.18,1.00663129973,21.0,1.0,2.65,,291.69,15.52368281,100.0,1.0,82.54,0.951469740634,6.43,1.42572062084,46.82,100.0,1.0,2.48118706942,53.18,0.655491186984,,,287.0,0.944078947368,,
PKG,6.18,0.899563318777,12.18,0.950819672131,4.04,1.05208333333,1.11,1.11,1.15625,1.15625,,,15.77,1.40803571429,78.99,1.03484868335,7.18,1.121875,,,-420.0,1.79487179487,2.34,0.637602179837,59.91,0.85427064024,2.58,1.14666666667,46.87,0.910804508356,40.2,0.811301715439,1.56,0.80829015544,,,1.6,1.05960264901,10.5,0.90830449827,,,3.99,0.882743362832,3.52,3.52,0.888888888889,0.888888888889,2.07,1.17613636364,-15.48,-0.428690113542,,,,,3.97,0.952038369305,315.0,0.842245989305,0.8,0.941176470588,5.4,0.529411764706,21.01,21.0,0.886075949367,0.887621461766,15.71,0.975776397516,,,12.43,7.79,1.09873060649,1.2368159204,0.857305349793,1.28661081294,72.3997579545,,,393.0,0.891156462585,-1.51,0.949685534591,6.61,0.555462184874,53.43,0.990177909563,21.03,0.416683178126,,,736.0,1.21052631579,,,703.0,1.46153846154,12.01,12.0,0.916030534351,0.913307984791,0.68,2.57,1.24154589372,1.35,1.00746268657,16.21,1.17463768116,0.76,0.894117647059,0.519083969466,27.16,0.87924894788,30.3,0.618367346939,1.27,0.976923076923,,,9.08,1.23202170963,7.34,0.643859649123,27.3,0.714098875229,9.94,0.646293888166,100.0,,,5.853,1.59699863574,1.0,8.32,0.903365906623,97.0,0.989795918367,0.12,0.16,36.09,,100.0,1.0,29.51,1.03181818182,11.42,0.899212598425,71.55,100.0,1.0,0.957190635452,28.45,1.12673267327,,,968.0,1.17049576784,,
PKI,4.21,0.992924528302,11.38,0.955499580185,5.84,0.908242612753,0.55,0.55,1.0,1.0,,,18.34,1.07629107981,55.1,1.00620891161,1.3,0.718232044199,,,-29.0,0.74358974359,4.23,0.963553530752,107.13,1.02428530452,1.79,1.03468208092,80.91,1.03637760984,76.73,0.982458386684,0.52,1.10638297872,,,0.28,1.0,7.58,0.998682476943,,,1.39,0.945578231293,2.02,2.02,1.0202020202,1.0202020202,12.38,1.13162705667,111.14,12.4040178571,,,,,2.0,2.98507462687,253.0,2.12605042017,1.6,2.22222222222,11.29,2.03790613718,44.9,44.9,0.993362831858,0.992484526967,67.11,1.01728058208,5.68,1.39557739558,6.9,4.51,0.963675213675,1.04387291982,1.20622438043,1.10620172954,42.9050165455,,,158.0,0.946107784431,-1.84,0.619528619529,7.05,0.913212435233,4.26,0.906382978723,77.56,18.3791469194,,,282.0,1.77358490566,,,211.0,0.925438596491,9.42,9.4,0.88679245283,0.892045454545,0.6,3.33,0.935393258427,2.78,0.972027972028,10.71,1.01324503311,4.14,0.97641509434,0.379746835443,50.51,0.979255525397,16.1,0.425925925926,1.08,1.00934579439,5.41,0.881107491857,4.76,1.01927194861,3.91,0.917840375587,7.82,0.92,6.36,0.872427983539,100.0,,,2.237,1.03660797034,1.0,29.47,1.09269558769,114.0,1.0,0.03,0.428571428571,4.97,,100.0,1.0,25.85,0.976577257272,14.45,0.946299934512,50.6,100.0,1.0,1.02304892843,49.4,0.977443609023,,,471.0,1.06561085973,,
PKOH,16.45,1.20248538012,24.1,1.13145539906,9.67,1.00624349636,1.54,1.54,0.987179487179,0.987179487179,,,15.04,1.36603088102,82.99,1.00642735872,1.87,0.748,,,-26.0,0.866666666667,5.95,0.882789317507,79.37,0.876145269897,2.21,0.880478087649,73.34,0.912416023887,49.47,0.99758015729,2.34,0.983193277311,,,0.38,,5.21,1.03992015968,,,3.68,1.03370786517,5.25,5.25,1.01941747573,1.01941747573,10.75,0.964125560538,-7.95,-0.529294274301,,,,,3.02,2.4958677686,28.0,0.933333333333,0.61,0.871428571429,2.02,0.804780876494,17.01,17.0,0.971428571429,0.969783352338,18.23,1.17917205692,3.75,1.15384615385,24.47,4.98,1.09691629956,0.904955621302,0.622524396917,1.27090883719,58.9165345455,,,46.0,1.06976744186,-1.89,0.9,3.31,0.916897506925,14.48,1.02695035461,-11.11,-1.40455120101,,,54.0,0.9,,,98.0,1.15294117647,7.1,7.1,1.0,0.998593530239,,5.24,0.947558770344,7.52,0.765784114053,9.27,0.919642857143,,,,43.43,1.10284408329,7.0,,1.11,0.956896551724,,,7.38,1.0027173913,5.09,0.905693950178,26.47,0.795133673776,10.69,0.887873754153,100.0,,,1.379,1.14630091438,1.0,9.91,0.991991991992,12.0,1.0,0.96,1.77777777778,34.68,1.0780230028,100.0,1.0,59.76,0.98581326295,27.09,1.12034739454,80.95,100.0,1.0,1.0045917101,19.05,0.980947476828,,,318.0,1.06711409396,,
PLAB,7.56,1.13173652695,9.18,1.10869565217,4.1,2.19251336898,0.48,0.48,0.979591836735,0.979591836735,,,9.87,1.07633587786,77.97,1.02054973822,20.08,1.28553137004,,,-91.0,1.37878787879,18.75,0.770336894002,18.1,0.837962962963,2.42,0.796052631579,21.23,1.02659574468,67.26,1.04392363806,0.21,0.677419354839,,,,,9.07,1.42834645669,,,0.41,1.41379310345,1.64,1.64,1.08609271523,1.08609271523,0.94,0.895238095238,-85.31,14.2183333333,,,,,0.23,0.370967741935,5.0,0.151515151515,0.19,0.102150537634,1.08,0.136363636364,22.03,22.0,0.932203389831,0.933474576271,2.94,0.763636363636,6.7,1.50224215247,2.18,17.19,0.973937677054,1.0234741784,1.14544314262,0.99937323723,8.31913043478,,,26.0,1.44444444444,2.75,-2.98913043478,5.71,1.34037558685,53.45,1.12007544007,-3.06,0.122351059576,,,96.0,0.969696969697,,,29.0,0.935483870968,6.32,6.3,0.86301369863,0.870523415978,,2.58,2.15,10.91,0.873498799039,12.65,8.10897435897,0.85,0.817307692308,,70.39,1.10832939695,,,2.07,0.75,4.81,0.977642276423,5.43,0.957671957672,2.71,1.30917874396,4.28,1.35443037975,3.74,1.35507246377,100.0,,,456.0,1.08056872038,1.0,10.9,0.954465849387,67.0,1.08064516129,1.01,0.759398496241,22.49,0.833889506859,100.0,1.0,32.7,0.909596662031,13.52,1.14479254869,38.98,100.0,1.0,1.14883583849,61.02,0.923565914939,,,197.0,0.920560747664,,
PLBC,,,1.69,0.820388349515,1.13,0.974137931034,0.05,0.05,1.0,1.0,,,7.22,1.15151515152,,,0.84,0.587412587413,,,-0.0,,8.46,0.873966942149,,,,,,,,,0.51,0.761194029851,,,,,29.23,1.28258007898,,,0.95,1.26666666667,14.76,14.76,0.875444839858,0.875444839858,2.22,1.16230366492,,,,,,,0.99,0.460465116279,5.0,0.5,1.08,0.35761589404,19.13,0.453855278766,,,,,,,,,,,,,1.06986948695,1.27867370008,8.08,,,5.0,1.66666666667,-4.11,0.721052631579,17.7,1.19191919192,2.16,0.888888888889,,,,,5.0,0.454545454545,,,8.0,1.33333333333,29.23,29.2,1.28070175439,1.28258007898,15.54,,,,,,,,,0.786039453718,,,,,,,,,,,0.9,1.23287671233,14.12,1.17178423237,,,100.0,,,27.0,1.08,1.0,51.13,0.988019323671,5.0,1.0,,,39.44,1.01885817618,100.0,1.0,,,,,93.23,100.0,1.0,0.99107047943,6.77,1.14165261383,,,,,,
PLCE,15.21,1.60612460401,2.62,1.31,,,1.85,1.85,0.906862745098,0.906862745098,,,27.63,1.05943251534,62.88,1.01764039489,4.11,0.825301204819,,,-73.0,0.811111111111,23.87,1.05386313466,62.34,1.06364101689,2.32,0.814035087719,96.88,1.23681858803,4.59,1.27146814404,,,,,,,4.34,0.875,,,2.32,0.888888888889,1.61,1.61,1.08053691275,1.08053691275,5.5,0.994575045208,,,,,,,3.67,0.767782426778,101.0,0.878260869565,1.9,1.04395604396,5.71,0.899212598425,37.12,37.1,0.971204188482,0.971473436273,,,,,32.55,3.77,0.809012875536,1.12590799031,1.10903388815,1.15960739927,54.0098348571,,,53.0,0.84126984127,0.02,,3.0,0.857142857143,31.51,0.881398601399,,,,,173.0,0.843902439024,,,76.0,0.844444444444,4.32,4.3,0.86,0.870967741935,5.3,4.49,0.819343065693,4.96,0.952015355086,10.35,0.861064891847,11.4,2.86432160804,1.05577689243,39.14,1.67694944302,,,0.97,0.81512605042,,,79.45,0.787491327188,5.54,0.776998597475,8.57,0.833657587549,8.57,0.833657587549,100.0,,,1.766,0.976229961305,1.0,27.5,0.973796033994,23.0,0.958333333333,,,30.73,1.04204815192,100.0,1.0,63.53,1.07586790855,27.39,1.3206364513,37.74,100.0,1.0,1.15236641221,62.26,0.925799256506,,,358.0,1.01129943503,,
PLCM,5.91,1.22107438017,9.25,0.840145322434,6.6,2.86956521739,0.75,0.75,1.0,1.0,,,7.54,0.742125984252,41.64,0.989778939862,4.08,1.01240694789,,,-55.0,1.0,34.34,1.13897180763,51.39,0.863697478992,2.37,1.01716738197,66.35,1.02948021722,47.86,0.949226497422,0.23,0.92,,,,,3.2,-1.97530864198,,,0.3,-2.72727272727,1.79,1.79,1.0,1.0,11.99,1.08900999092,32.9,-6.08133086876,,,,,0.77,1.05479452055,150.0,1.32743362832,3.58,-0.571884984026,11.19,1.35144927536,58.36,58.4,1.00863557858,1.0074227516,31.88,0.93407559332,8.3,-1.40677966102,5.48,5.5,0.971731448763,0.927241962775,0.974885844749,1.23395845598,13.3390909091,,,42.0,-2.33333333333,-0.26,0.702702702703,3.13,-2.37121212121,5.96,0.905775075988,21.96,-2.21594349142,,,205.0,1.22023809524,,,46.0,-2.70588235294,3.45,3.5,-2.69230769231,-2.7380952381,3.97,5.45,1.2192393736,7.63,0.984516129032,8.22,0.998784933171,9.92,0.693706293706,0.872527472527,62.82,1.13475433526,,,1.9,1.02150537634,14.61,0.925269157695,7.63,1.05386740331,2.35,-2.37373737374,4.21,-2.80666666667,3.84,-3.62264150943,100.0,,,1.345,0.983187134503,1.0,36.33,0.935135135135,142.0,0.850299401198,0.34,0.944444444444,2.22,,100.0,1.0,54.53,1.05801319364,23.0,1.0407239819,44.1,100.0,1.0,0.998189225894,55.9,1.00143317807,,,577.0,1.12038834951,,
PLD,,,0.4,0.769230769231,,,0.07,0.07,1.0,1.0,,,26.23,0.958348556814,29.95,0.968628719276,98.94,1.20072815534,,,-1.742,1.2080443828,1.36,0.68,,,0.72,0.727272727273,,,24.01,0.769551282051,0.68,1.0303030303,,,1.32,1.17857142857,40.53,2.10983862572,,,1.24,1.9375,1.86,1.86,1.02762430939,1.02762430939,0.09,1.125,,,,,,,-2.09,1.12365591398,-1.038,0.00108463949843,-1.63,0.584229390681,-58.93,1.0773308958,70.05,70.1,1.01447178003,1.01404169079,,,3.31,1.75132275132,,,,,1.02870761924,1.19142256534,39.5967780455,,,636.0,1.85422740525,22.37,12.2912087912,35.34,1.96115427303,75.14,1.0114416476,,,,,705.0,1.45360824742,,,320.0,1.05263157895,18.16,18.2,1.04597701149,1.04427832087,37.82,,,23.1,0.998702983139,7.11,1.44512195122,2.43,0.931034482759,0.979792746114,,,302.3,,0.72,0.742268041237,,,15.2,1.29914529915,2.47,2.02459016393,4.52,1.86776859504,3.9,1.59183673469,100.0,,,1.761,1.00628571429,1.0,14.07,1.07486631016,506.0,1.02845528455,,,,,100.0,1.0,1.76,0.682170542636,2.43,0.931034482759,45.87,100.0,1.0,1.03778280543,54.13,0.970071684588,,,-174.0,24.8571428571,,
PLPC,6.31,0.964831804281,19.19,0.943925233645,7.92,0.975369458128,1.13,1.13,0.918699186992,0.918699186992,,,46.8,1.0049388018,68.84,1.01146047605,4.55,0.88693957115,,,-18.0,0.857142857143,8.37,1.14500683995,138.69,1.03299568002,3.63,1.01966292135,105.08,0.998859315589,63.72,1.106634248,0.13,2.6,,,0.8,1.33333333333,5.52,0.711340206186,,,2.39,0.633952254642,1.46,1.46,1.10606060606,1.10606060606,3.82,0.903073286052,1403.56,-14.2812372812,,,,,1.55,1.01307189542,8.0,8.0,0.59,29.5,1.96,16.3333333333,31.16,31.2,0.978056426332,0.975579211021,9.02,1.16839378238,33.53,0.467969295185,22.61,3.47,1.0,1.01800990545,0.86287363233,0.719056674406,47.9615731818,,,13.0,0.619047619048,0.04,0.25,3.31,0.659362549801,28.97,0.958636664461,17.26,-0.301484716157,,,25.0,1.13636363636,,,21.0,0.677419354839,5.47,5.5,0.723684210526,0.719736842105,1.34,6.51,1.08139534884,5.33,0.862459546926,6.77,1.52134831461,0.34,1.0303030303,1.1452991453,30.1,1.0557699053,32.1,3.37894736842,1.76,1.0,4.2,1.16991643454,5.73,0.903785488959,3.75,0.605815831987,5.19,0.621556886228,4.77,0.603034134008,100.0,,,388.0,0.946341463415,1.0,20.15,1.02858601327,5.0,1.0,0.54,1.38461538462,39.93,1.13276595745,100.0,1.0,56.69,1.01449534717,15.63,0.994907702101,31.37,100.0,1.0,1.30220008302,68.63,0.904096956923,,,145.0,1.08208955224,,
